,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4748891452605946,5730706770,22年03月20日 00:31,你趁早睡觉吧,4748891721303435,0,你趁早睡觉吧,5730706770,Richappyears_,https://weibo.com/u/5730706770,我想 生活这卷书 落款应该是热爱和自由,辽宁,f,320,185,1412,"3,188",31,"7,750","10,969"
