,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4860900294787342,5343681081,23年01月23日 04:22,nagisa怎么说,来自河北,4860927797625356,0,nagisa怎么说,5343681081,海绵宝宝柚恩,https://weibo.com/u/5343681081,关注柚恩不加糖喵~ | “走过你的情节一遍一遍 不知不觉飞过每个冬天”,江苏 南京,m,485,864,4776,"1,318",333,"1,181","2,832"
