,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4741956804548101,2094769777,22年02月28日 21:23,"好看，你去看嘛<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",4741959170395733,0,好看，你去看嘛[笑cry],2094769777,大猫Moe女士,https://weibo.com/u/2094769777,这里就是我的碎碎念自留地而已。 写给自己的日记。不需要未关注人评论。,四川 广元,f,1454,486,7199,"13,980","1,058","10,253","25,291"
1,4741956804548101,2094769777,22年02月28日 21:29,等我把这一波事情做完再说 不然太浪费时间 我之前刷了一些视频,4741960638927355,0,等我把这一波事情做完再说 不然太浪费时间 我之前刷了一些视频,1864529755,头头1011,https://weibo.com/u/1864529755,冷暖自知。,四川,f,212,147,874,"1,785",70,300,"2,155"
