,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4032429964526952,1667229832,16年10月19日 23:09,维维,4032430396003882,0,维维,1667229832,郭杏核儿,https://weibo.com/u/1667229832,音乐博主,Är Socker,吉林 长春,f,15048,261,17169,"72,816","19,215","104,167","196,198"
