,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5141374400463033,1802505394,25年03月07日 01:49,"也不知道赋音乐有没有亏钱…当时跑台湾宣传的时候小燕姐就说他的专辑赠品好豪华好舍得花钱<img alt=""[悲伤]"" title=""[悲伤]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/2018new_beishang_org.png"" />",来自广东,5141377357972190,32,也不知道赋音乐有没有亏钱…当时跑台湾宣传的时候小燕姐就说他的专辑赠品好豪华好舍得花钱[悲伤],1802505394,椒丝腐乳西兰花,https://weibo.com/u/1802505394,浓颜美女,海外 哥伦比亚,f,2363,1006,19497,"37,054","7,607","41,614","86,275"
1,5141374400463033,1802505394,25年03月20日 10:26,"回复<a href=/n/我一点都不甜__ usercard=""name=@我一点都不甜__"">@我一点都不甜__</a>:这个我听他和侯佩岑的采访说，是拍危险世界那张专卖的吉他，因为制作投入太大了，而他跟原公司也即将解约，公司在他身上的投入会不够。",来自江西,5146218553673882,0,回复@我一点都不甜__:这个我听他和侯佩岑的采访说，是拍危险世界那张专卖的吉他，因为制作投入太大了，而他跟原公司也即将解约，公司在他身上的投入会不够。,7275646020,迟早会发光的呀,https://weibo.com/u/7275646020,人间的青草地 需要浇水， 内心的花园就不会枯萎。,其他,f,32,248,350,218,0,169,387
2,5141374400463033,1802505394,25年03月09日 10:24,"回复<a href=/n/Estrellaaes usercard=""name=@Estrellaaes"">@Estrellaaes</a>:这样也挺好的，大理可比香港舒适多了",来自广东,5142231757886107,2,回复@Estrellaaes:这样也挺好的，大理可比香港舒适多了,1802505394,椒丝腐乳西兰花,https://weibo.com/u/1802505394,浓颜美女,海外 哥伦比亚,f,2363,1006,19497,"37,054","7,607","41,614","86,275"
3,5141374400463033,1802505394,25年03月09日 02:42,"回复<a href=/n/椒丝腐乳西兰花 usercard=""name=@椒丝腐乳西兰花"">@椒丝腐乳西兰花</a>:感觉他没什么钱的。。为了拍mv卖了四把吉他。。。。<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />众所周知他有多爱他的吉他，他说他的吉他是他的老婆<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自湖南,5142115459007929,2,回复@椒丝腐乳西兰花:感觉他没什么钱的。。为了拍mv卖了四把吉他。。。。[泪][泪][泪]众所周知他有多爱他的吉他，他说他的吉他是他的老婆[泪][泪],7186807008,我一点都不甜__,https://weibo.com/u/7186807008,我一点也不甜,浙江 杭州,m,69,366,1459,669,20,"2,329","3,018"
4,5141374400463033,1802505394,25年03月09日 01:02,"回复<a href=/n/椒丝腐乳西兰花 usercard=""name=@椒丝腐乳西兰花"">@椒丝腐乳西兰花</a>:虽然不是别墅他在大理住的挺开心的<img alt=""[给你小心心]"" title=""[给你小心心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ca/qixi2018_xiaoxinxin_org.png"" />应该在苍山脚下的一个小院子，我奶奶就是大理的，洱海边那种自建房装修蛮好的住着是非常舒服的，当然和别墅区没法比毕竟没物业啥的，他还经常去菜市场，大理那边瓜果蔬菜也是丰富又新鲜，对他这种素食爱好者来说也算很奈斯了",来自云南,5142090284536643,3,回复@椒丝腐乳西兰花:虽然不是别墅他在大理住的挺开心的[给你小心心]应该在苍山脚下的一个小院子，我奶奶就是大理的，洱海边那种自建房装修蛮好的住着是非常舒服的，当然和别墅区没法比毕竟没物业啥的，他还经常去菜市场，大理那边瓜果蔬菜也是丰富又新鲜，对他这种素食爱好者来说也算很奈斯了,5801905779,Estrellaaes,https://weibo.com/u/5801905779,健康幸福,江苏 苏州,m,177,142,1349,645,101,"1,725","2,471"
5,5141374400463033,1802505394,25年03月08日 22:52,"回复<a href=/n/Estrellaaes usercard=""name=@Estrellaaes"">@Estrellaaes</a>:他说只要有精神，不管邻居有没有装修都会录音。我心想，啊，原来你在大理不是住独栋别墅啊。",来自广东,5142057787855369,4,回复@Estrellaaes:他说只要有精神，不管邻居有没有装修都会录音。我心想，啊，原来你在大理不是住独栋别墅啊。,1802505394,椒丝腐乳西兰花,https://weibo.com/u/1802505394,浓颜美女,海外 哥伦比亚,f,2363,1006,19497,"37,054","7,607","41,614","86,275"
6,5141374400463033,1802505394,25年03月08日 22:51,"回复<a href=/n/Estrellaaes usercard=""name=@Estrellaaes"">@Estrellaaes</a>:但是就算没有预算，这几支MV也很好看。真希望有更多mv已经拍好了只是还在后制，将来还能慢慢放出来……",来自广东,5142057472492834,1,回复@Estrellaaes:但是就算没有预算，这几支MV也很好看。真希望有更多mv已经拍好了只是还在后制，将来还能慢慢放出来……,1802505394,椒丝腐乳西兰花,https://weibo.com/u/1802505394,浓颜美女,海外 哥伦比亚,f,2363,1006,19497,"37,054","7,607","41,614","86,275"
7,5141374400463033,1802505394,25年03月08日 17:23,"回复<a href=/n/甘甜凉茶 usercard=""name=@甘甜凉茶"">@甘甜凉茶</a>:我记得是一个类似拍摄mv 的备采里面，唉，他这几年经济上不是那么宽裕的，赋音乐就是一直亏钱的状态，当时成立的时候我记得就卖了他心爱的吉他还粉丝众筹了（他好像还给筹钱的粉丝点赞微博，制作手机铃声啥的类似作为报答吧），艾美梦游也是出一本亏一本，但是也是他妈妈的梦想所以不遗余力的支持",来自云南,5141974785465679,2,回复@甘甜凉茶:我记得是一个类似拍摄mv 的备采里面，唉，他这几年经济上不是那么宽裕的，赋音乐就是一直亏钱的状态，当时成立的时候我记得就卖了他心爱的吉他还粉丝众筹了（他好像还给筹钱的粉丝点赞微博，制作手机铃声啥的类似作为报答吧），艾美梦游也是出一本亏一本，但是也是他妈妈的梦想所以不遗余力的支持,5801905779,Estrellaaes,https://weibo.com/u/5801905779,健康幸福,江苏 苏州,m,177,142,1349,645,101,"1,725","2,471"
8,5141374400463033,1802505394,25年03月07日 22:28,"回复<a href=/n/椒丝腐乳西兰花 usercard=""name=@椒丝腐乳西兰花"">@椒丝腐乳西兰花</a>:我也没，就当收藏留个念想了。他以前的专辑去年就炒到天价了，现在很难收到了，我已经死心了。只能买去年的新专，我拿到手，确实精美。看到最后介绍实体专辑的设计写着方大同，我真的好感动，他病重在榻还事无巨细，亲力亲为。",来自广东,5141689272107269,2,回复@椒丝腐乳西兰花:我也没，就当收藏留个念想了。他以前的专辑去年就炒到天价了，现在很难收到了，我已经死心了。只能买去年的新专，我拿到手，确实精美。看到最后介绍实体专辑的设计写着方大同，我真的好感动，他病重在榻还事无巨细，亲力亲为。,7533336195,MUMU_JILL,https://weibo.com/u/7533336195,真正爱方大同的人不会允许他被消费利用麦🎫，🚫拒博爱粉、圣母粉、☕解，请谨慎关注。,其他,f,1047,299,4125,"39,228","11,923","128,250","179,401"
9,5141374400463033,1802505394,25年03月07日 22:20,"回复<a href=/n/ffghhhjj2233 usercard=""name=@ffghhhjj2233"">@ffghhhjj2233</a>:你是说《梦想家》的几只MV吗",来自广东,5141687258319603,0,回复@ffghhhjj2233:你是说《梦想家》的几只MV吗,7533336195,MUMU_JILL,https://weibo.com/u/7533336195,真正爱方大同的人不会允许他被消费利用麦🎫，🚫拒博爱粉、圣母粉、☕解，请谨慎关注。,其他,f,1047,299,4125,"39,228","11,923","128,250","179,401"
