,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4424901953401363,5605450781,19年10月07日 23:33,"你关注了嘛<img alt=""[并不简单]"" title=""[并不简单]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_bingbujiandan_org.png"" />",4424902532891809,0,你关注了嘛[并不简单],5605450781,_heaten,https://weibo.com/u/5605450781,总是充满着奇思妙想但郁郁不得志的天才,河南,m,1409,320,1171,640,15,"1,363","2,018"
1,4424901953401363,5605450781,19年10月07日 23:36,"回复<a href=/n/songSotf usercard=""name=@songSotf"">@songSotf</a>:那都某问题了，那咱们都是一辈子的好朋友。",4424903161698526,0,回复@songSotf:那都某问题了，那咱们都是一辈子的好朋友。,5605450781,_heaten,https://weibo.com/u/5605450781,总是充满着奇思妙想但郁郁不得志的天才,河南,m,1409,320,1171,640,15,"1,363","2,018"
2,4424901953401363,5605450781,19年10月07日 23:34,"回复<a href=/n/_heaten usercard=""name=@_heaten"">@_heaten</a>:种子粉丝<img alt=""[并不简单]"" title=""[并不简单]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_bingbujiandan_org.png"" /><img alt=""[并不简单]"" title=""[并不简单]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_bingbujiandan_org.png"" />第一波关注的",4424902725349190,0,回复@_heaten:种子粉丝[并不简单][并不简单]第一波关注的,6207263072,__小7日记,https://weibo.com/u/6207263072,人生是一场修行,重庆,m,14469,241,501,"2,344",49,"6,679","9,072"
