,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4733101471435577,7338954795,22年02月04日 21:30,"回复<a href=/n/你掌心的仙人掌 usercard=""name=@你掌心的仙人掌"">@你掌心的仙人掌</a>:<img alt=""[委屈]"" title=""[委屈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a5/2018new_weiqu_org.png"" /><img alt=""[委屈]"" title=""[委屈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a5/2018new_weiqu_org.png"" />希望我们都赶紧走出来",4733263496873725,0,回复@你掌心的仙人掌:[委屈][委屈]希望我们都赶紧走出来,2913167453,EnamoradoNjr,https://weibo.com/u/2913167453,忠于自己 保持热爱❤️记录生活博嘻嘻（*＾3＾）,海外 澳大利亚,f,4347,835,5415,"17,396","1,846","9,494","28,736"
1,4733101471435577,7338954795,22年02月04日 20:10,我也是,4733243477197795,0,我也是,6606182823,你掌心的仙人掌,https://weibo.com/u/6606182823,遇上方知有,云南,f,47,277,160,126,2,123,251
