,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4441567308022381,3816306358,19年11月22日 23:35,哈哈,4441572739534663,0,哈哈,3816306358,又一个李小乖,https://weibo.com/u/3816306358,,辽宁,f,274,73,477,403,376,"1,835","2,614"
