,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5153587945538391,5539703320,25年04月09日 19:08,女儿要富养的恶果！,来自浙江,5153597655356789,4,女儿要富养的恶果！,2395028235,神秘阿飞hz,https://weibo.com/u/2395028235,超级短线，靠的就是快准狠！,浙江 杭州,m,7644,380,7316,"28,459","6,124","34,798","69,381"
1,5153587945538391,5539703320,25年04月10日 15:37,"回复<a href=/n/用户7947915641012 usercard=""name=@用户7947915641012"">@用户7947915641012</a>:nova12<img alt=""[666]"" title=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" /><img alt=""[666]"" title=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" /><img alt=""[666]"" title=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" />",来自吉林,5153907127094270,1,回复@用户7947915641012:nova12[666][666][666],7491750522,知其几千里,https://weibo.com/u/7491750522,kkww,其他,f,3,396,1467,0,0,20,20
2,5153587945538391,5539703320,25年04月11日 10:47,"回复<a href=/n/知其几千里 usercard=""name=@知其几千里"">@知其几千里</a>:so？你是有什么高见吗",来自北京,5154196487933340,0,回复@知其几千里:so？你是有什么高见吗,7947915641,用户7947915641012,https://weibo.com/u/7947915641,,其他,m,90,77,1,1,0,0,1
3,5153587945538391,5539703320,25年04月10日 11:45,"回复<a href=/n/木槿花絮叨 usercard=""name=@木槿花絮叨"">@木槿花絮叨</a>:急了急了<img alt=""[可怜]"" title=""[可怜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/96/2018new_kelian_org.png"" />",来自北京,5153848722458713,1,回复@木槿花絮叨:急了急了[可怜],7947915641,用户7947915641012,https://weibo.com/u/7947915641,,其他,m,90,77,1,1,0,0,1
4,5153587945538391,5539703320,25年04月10日 11:45,"回复<a href=/n/知其几千里 usercard=""name=@知其几千里"">@知其几千里</a>:急了急了",来自北京,5153848621795048,1,回复@知其几千里:急了急了,7947915641,用户7947915641012,https://weibo.com/u/7947915641,,其他,m,90,77,1,1,0,0,1
5,5153587945538391,5539703320,25年04月10日 11:30,"回复<a href=/n/神秘阿飞hz usercard=""name=@神秘阿飞hz"">@神秘阿飞hz</a>:这不是好事嘛，早点认清现实，不进入不理想不满意的婚姻，放过自己，放过别人",来自陕西,5153844753600028,4,回复@神秘阿飞hz:这不是好事嘛，早点认清现实，不进入不理想不满意的婚姻，放过自己，放过别人,6569518842,董的打卡记录,https://weibo.com/u/6569518842,,陕西 咸阳,f,78,726,490,39,40,131,210
6,5153587945538391,5539703320,25年04月10日 11:28,"回复<a href=/n/董的打卡记录 usercard=""name=@董的打卡记录"">@董的打卡记录</a>:我们现在讨论的是结婚率低是原因，你刚才也说了，因为找不到宠自己的男人，所以女人都不愿结婚了，这恰恰证明了女孩富养是造成结婚率低很大一个原因",来自浙江,5153844468387220,0,回复@董的打卡记录:我们现在讨论的是结婚率低是原因，你刚才也说了，因为找不到宠自己的男人，所以女人都不愿结婚了，这恰恰证明了女孩富养是造成结婚率低很大一个原因,2395028235,神秘阿飞hz,https://weibo.com/u/2395028235,超级短线，靠的就是快准狠！,浙江 杭州,m,7644,380,7316,"28,459","6,124","34,798","69,381"
7,5153587945538391,5539703320,25年04月10日 11:23,"回复<a href=/n/神秘阿飞hz usercard=""name=@神秘阿飞hz"">@神秘阿飞hz</a>:额，在家父母宠的确是，谁说一定要老公宠，就是因为现在女生认知到不可能结婚被老公宠，还要吃结婚这份苦，才不愿意结婚啊，都没结婚何谈老公宠这句话呢",来自陕西,5153843206424265,4,回复@神秘阿飞hz:额，在家父母宠的确是，谁说一定要老公宠，就是因为现在女生认知到不可能结婚被老公宠，还要吃结婚这份苦，才不愿意结婚啊，都没结婚何谈老公宠这句话呢,6569518842,董的打卡记录,https://weibo.com/u/6569518842,,陕西 咸阳,f,78,726,490,39,40,131,210
8,5153587945538391,5539703320,25年04月10日 11:21,"回复<a href=/n/董的打卡记录 usercard=""name=@董的打卡记录"">@董的打卡记录</a>:因为富养意味着在家父母宠，离开家了就要老公宠，反正不是公主就是女王，能是踏踏实实过日子的人吗？如果结婚是找个女王供起来，除非钱是大风刮来的，否则几个男人会愿意",来自浙江,5153842665098849,0,回复@董的打卡记录:因为富养意味着在家父母宠，离开家了就要老公宠，反正不是公主就是女王，能是踏踏实实过日子的人吗？如果结婚是找个女王供起来，除非钱是大风刮来的，否则几个男人会愿意,2395028235,神秘阿飞hz,https://weibo.com/u/2395028235,超级短线，靠的就是快准狠！,浙江 杭州,m,7644,380,7316,"28,459","6,124","34,798","69,381"
9,5153587945538391,5539703320,25年04月10日 10:51,"回复<a href=/n/神秘阿飞hz usercard=""name=@神秘阿飞hz"">@神秘阿飞hz</a>:因为被富养，所以不愿意吃苦了，你是这个意思吗",来自陕西,5153834980869608,1,回复@神秘阿飞hz:因为被富养，所以不愿意吃苦了，你是这个意思吗,6569518842,董的打卡记录,https://weibo.com/u/6569518842,,陕西 咸阳,f,78,726,490,39,40,131,210
