,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5153310797988093,1700720163,25年04月09日 01:42,如果是自杀的话那确实凶宅,来自江西,5153334555312783,106,如果是自杀的话那确实凶宅,2872514452,你礼帽吗_,https://weibo.com/u/2872514452,希望大家都能有礼帽。-伊七七/大本命不二周助/爱群像/喜甜文/内娱墙头遍地/爱过，辜负真心的人要吞一万根针    [镇魂],其他,m,461,230,1639,"5,360",532,"6,487","12,379"
1,5153310797988093,1700720163,25年04月09日 00:47,卖完过户后发生的事，不可控,来自浙江,5153320596407667,46,卖完过户后发生的事，不可控,3941998771,怪侠小姐妹,https://weibo.com/u/3941998771,啥都没有,浙江,m,4,3102,48829,44,82,508,634
2,5153310797988093,1700720163,25年04月09日 07:46,算是在出租房内自杀,来自江苏,5153426142661692,36,算是在出租房内自杀,1044383890,缺DCBL,https://weibo.com/u/1044383890,,其他,f,54,249,697,7,3,20,30
3,5153310797988093,1700720163,25年04月09日 07:13,有点可怕。。我还以为猝死,来自江苏,5153417724167613,9,有点可怕。。我还以为猝死,3640404155,表白一个人,https://weibo.com/u/3640404155,起风了,江苏 无锡,f,86,221,1566,378,237,"2,215","2,830"
4,5153310797988093,1700720163,25年04月09日 07:23,这有什么关键的？,来自新西兰,5153420306811288,5,这有什么关键的？,1953835993,小鲤鱼伯伯,https://weibo.com/u/1953835993,愿你纯良慎独，不舍爱与自由,北京 朝阳区,f,2340,708,1851,"3,129",429,"2,478","6,036"
5,5153310797988093,1700720163,25年04月09日 07:32,没说是自杀啊,来自江苏,5153422660601580,6,没说是自杀啊,1540972934,互为人间不如自成宇宙,https://weibo.com/u/1540972934,与人为善,江苏,f,234,535,1379,72,59,29,160
6,5153310797988093,1700720163,25年04月10日 15:33,"回复<a href=/n/大猫猫5421 usercard=""name=@大猫猫5421"">@大猫猫5421</a>:理解退房心里，但要求原款退房也不合理吧",来自浙江,5153905898686525,0,回复@大猫猫5421:理解退房心里，但要求原款退房也不合理吧,6132655884,薅懒羊羊头发,https://weibo.com/u/6132655884,,其他,m,93,164,665,5,5,151,161
7,5153310797988093,1700720163,25年04月10日 11:16,"回复<a href=/n/多多aiOKC重生版 usercard=""name=@多多aiOKC重生版"">@多多aiOKC重生版</a>:纯杠精，这凶宅给你你要？你花七百万买的，以后卖房人家知道这是凶宅，怕是连三分之一价格都卖不上，站着说话不腰疼，而且周围邻居都知道这房子有人自杀，还瞒不住，只能按凶宅价格买卖<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自辽宁,5153841218062440,1,回复@多多aiOKC重生版:纯杠精，这凶宅给你你要？你花七百万买的，以后卖房人家知道这是凶宅，怕是连三分之一价格都卖不上，站着说话不腰疼，而且周围邻居都知道这房子有人自杀，还瞒不住，只能按凶宅价格买卖[微笑],7730710252,大猫猫5421,https://weibo.com/u/7730710252,,辽宁,f,0,25,9,0,0,23,23
8,5153310797988093,1700720163,25年04月10日 11:13,"回复<a href=/n/都别吵了听我说两句 usercard=""name=@都别吵了听我说两句"">@都别吵了听我说两句</a>:自杀是大凶呢，大袜子，纯纯凶宅，人家买家除非这辈子自己住不买卖，否则就是按凶宅出售，价格要降好多",来自辽宁,5153840677257937,1,回复@都别吵了听我说两句:自杀是大凶呢，大袜子，纯纯凶宅，人家买家除非这辈子自己住不买卖，否则就是按凶宅出售，价格要降好多,7730710252,大猫猫5421,https://weibo.com/u/7730710252,,辽宁,f,0,25,9,0,0,23,23
9,5153310797988093,1700720163,25年04月10日 11:12,"回复<a href=/n/小鲤鱼伯伯 usercard=""name=@小鲤鱼伯伯"">@小鲤鱼伯伯</a>:发生非正常死亡，人家不想要这房子了也没问题吧，这不恰巧租户就是原房主，想据理力争一下也没问题，不然您想要一个凶宅？那还真是奇葩了，人家难道要吃哑巴亏，自己买了这个人尽皆知的凶宅，以后卖都不好卖<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自辽宁,5153840271459630,1,回复@小鲤鱼伯伯:发生非正常死亡，人家不想要这房子了也没问题吧，这不恰巧租户就是原房主，想据理力争一下也没问题，不然您想要一个凶宅？那还真是奇葩了，人家难道要吃哑巴亏，自己买了这个人尽皆知的凶宅，以后卖都不好卖[二哈],7730710252,大猫猫5421,https://weibo.com/u/7730710252,,辽宁,f,0,25,9,0,0,23,23
10,5153310797988093,1700720163,25年04月09日 20:44,"回复<a href=/n/小鲤鱼伯伯 usercard=""name=@小鲤鱼伯伯"">@小鲤鱼伯伯</a>:产权变更了，但还没交房，就是买方未履行交房合约，合同还未生效的。",来自广东,5153621944044367,0,回复@小鲤鱼伯伯:产权变更了，但还没交房，就是买方未履行交房合约，合同还未生效的。,5638231045,我爱he33,https://weibo.com/u/5638231045,,其他,f,25,862,301,18,3,38,59
11,5153310797988093,1700720163,25年04月09日 20:20,"回复<a href=/n/Lyla1123 usercard=""name=@Lyla1123"">@Lyla1123</a>:和买卖合同有关吗？产权都变更了……这还带售后的",来自新西兰,5153615853916775,2,回复@Lyla1123:和买卖合同有关吗？产权都变更了……这还带售后的,1953835993,小鲤鱼伯伯,https://weibo.com/u/1953835993,愿你纯良慎独，不舍爱与自由,北京 朝阳区,f,2340,708,1851,"3,129",429,"2,478","6,036"
12,5153310797988093,1700720163,25年04月09日 19:27,"回复<a href=/n/霜序廿一1129 usercard=""name=@霜序廿一1129"">@霜序廿一1129</a>:这个确实是个闷亏了",来自湖北,5153602516031258,0,回复@霜序廿一1129:这个确实是个闷亏了,5866421879,春日不知火,https://weibo.com/u/5866421879,Super Sun,湖北 武汉,f,48,160,453,52,6,"1,021","1,079"
13,5153310797988093,1700720163,25年04月09日 15:30,其实原文说得很明白了呀，孩子“毫无征兆”地离开了，一看就是自杀，不然也不会说是凶宅了,来自上海,5153542957171608,0,其实原文说得很明白了呀，孩子“毫无征兆”地离开了，一看就是自杀，不然也不会说是凶宅了,1768662530,灬唍疍孒,https://weibo.com/u/1768662530,照骗仅供参考，实物以本人为准~,上海 普陀区,f,796,120,3962,447,226,490,"1,163"
14,5153310797988093,1700720163,25年04月09日 13:18,"回复<a href=/n/都别吵了听我说两句 usercard=""name=@都别吵了听我说两句"">@都别吵了听我说两句</a>:自杀更是凶宅",来自江苏,5153509599612975,0,回复@都别吵了听我说两句:自杀更是凶宅,7333150762,用户7333150762,https://weibo.com/u/7333150762,,其他,m,47,121,8,0,0,0,0
15,5153310797988093,1700720163,25年04月09日 13:17,"回复<a href=/n/互为人间不如自成宇宙 usercard=""name=@互为人间不如自成宇宙"">@互为人间不如自成宇宙</a>:有新闻的，你可以搜搜，说是自杀，而且原房主隐瞒了这件事，买家从邻居口中才得知",来自江苏,5153509397761970,0,回复@互为人间不如自成宇宙:有新闻的，你可以搜搜，说是自杀，而且原房主隐瞒了这件事，买家从邻居口中才得知,7333150762,用户7333150762,https://weibo.com/u/7333150762,,其他,m,47,121,8,0,0,0,0
16,5153310797988093,1700720163,25年04月09日 12:42,所以，没看出女医生一点厚道，让人家在这房子里住了一年多,来自广东,5153500670200743,3,所以，没看出女医生一点厚道，让人家在这房子里住了一年多,5887908728,微寻百年,https://weibo.com/u/5887908728,有一次梦到自己的孩子丢了……,广东 广州,m,55809,391,8652,204,880,"1,212","2,296"
17,5153310797988093,1700720163,25年04月09日 12:08,"回复<a href=/n/互为人间不如自成宇宙 usercard=""name=@互为人间不如自成宇宙"">@互为人间不如自成宇宙</a>:之前的报道里有说是自杀。",来自辽宁,5153492071089832,0,回复@互为人间不如自成宇宙:之前的报道里有说是自杀。,3201592142,-目光放远-,https://weibo.com/u/3201592142,有些相遇，突如其来。,辽宁 大连,f,72,241,3563,118,49,34,201
