,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5153618811426452,2497196192,25年04月09日 22:14,"我们公司去世了个骨干同事，一切都正常转，就是简单的讣告和招聘公告加了个岗位。唉<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />别太较真。",来自广西,5153644506251869,3,我们公司去世了个骨干同事，一切都正常转，就是简单的讣告和招聘公告加了个岗位。唉[允悲]别太较真。,2660357422,innocence0922,https://weibo.com/u/2660357422,,广西,m,294,300,1489,34,7,41,82,
1,5153618811426452,2497196192,25年04月09日 20:38,"公司离开谁都转，但那份默契和责任感真的不是随随便便能找到的啊<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /> 八年的并肩作战，这感情哪是那么容易弥补的？",来自后厂村,5153620372228937,1,公司离开谁都转，但那份默契和责任感真的不是随随便便能找到的啊[允悲] 八年的并肩作战，这感情哪是那么容易弥补的？,2497196192,老胡的车生活,https://weibo.com/u/2497196192,分享老胡与车的故事  超跑超豪买卖：UDG-123（客服） 商务合作V: JTSUDG,福建,m,2329627,761,8095,"426,002","118,547","1,196,321","1,740,870",汽车博主 微博原创视频博主
