,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,评论地点,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5153272046291874,1700720163,25年04月08日 21:34,"<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",5153272193878180,0,[泪],,1700720163,钱江晚报,https://weibo.com/u/1700720163,钱江晚报官方微博,钱江晚报由浙江日报报业集团主办,浙江 杭州,m,9837308,872,172179,"10,411,548","10,042,847","54,075,482","74,529,877"
1,5153272046291874,1700720163,25年04月10日 10:51,买家妈妈更可怜，为了小孩读书买的房子却被卖家欺诈，买家已经了掏空钱包，没办法现在还心惊胆战的住在房子里心里煎熬着，买方纯纯的受害者。,5153835053484443,0,买家妈妈更可怜，为了小孩读书买的房子却被卖家欺诈，买家已经了掏空钱包，没办法现在还心惊胆战的住在房子里心里煎熬着，买方纯纯的受害者。,来自浙江,6059213722,笑笑脸大大大,https://weibo.com/u/6059213722,,努力奔跑中,浙江 绍兴,f,15,121,4,0,0,0,0
2,5153272046291874,1700720163,25年04月08日 22:00,"回复<a href=/n/钱江晚报 usercard=""name=@钱江晚报"">@钱江晚报</a>:哎",5153278641050720,0,回复@钱江晚报:哎,来自浙江,1830748392,开奔驰的大妞,https://weibo.com/u/1830748392,,,浙江 杭州,f,265,178,5800,691,111,296,"1,098"
