,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155761869818678,2106995147,25年04月16日 22:40,嗯，把今后的日子过好,来自北京,5156187687620377,0,嗯，把今后的日子过好,2106995147,甄鑫SINCERE,https://weibo.com/u/2106995147,设计美学博主 超话主持人（电影海报超话）,电影海报设计师•ins:sincere.zx•小红书:sincere_zx 电影 | 电视剧 | 纪录片 | 戏剧 | 游戏 | 音乐 | 海报及标准字设计服务,北京,m,6989,421,2645,"1,427",515,"3,365","5,307"
