,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5153311000625988,1700720163,25年04月09日 00:46,三年正好书读完了,来自浙江,5153320473726458,28,三年正好书读完了,3941998771,怪侠小姐妹,https://weibo.com/u/3941998771,啥都没有,浙江,m,4,3102,48829,44,82,508,634
1,5153311000625988,1700720163,25年04月09日 01:15,所以，buff叠满了。三年毕业了，享受过了 ，房子又跌了那么那么多，还有个自杀。好家伙,来自山东,5153327664334352,44,所以，buff叠满了。三年毕业了，享受过了 ，房子又跌了那么那么多，还有个自杀。好家伙,6363572978,蜜茜茜礼,https://weibo.com/u/6363572978,世间皆酷  向阳而生 热爱可抵岁月漫长 ❤️ . 管好你们自己,山东,f,118,103,2478,688,40,"3,347","4,075"
2,5153311000625988,1700720163,25年04月09日 06:08,发生过原主自杀，就算市场走高，凶宅是否增值也难说。,来自美国,5153401386042387,22,发生过原主自杀，就算市场走高，凶宅是否增值也难说。,5491459649,tLawof1,https://weibo.com/u/5491459649,人生如戏，戏如人生，崇尚科学，抑制感性,其他,f,161,152,611,2,0,51,53
3,5153311000625988,1700720163,25年04月09日 07:47,"房子涨价了，买家高兴还来不及了<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自江苏,5153426468767943,4,房子涨价了，买家高兴还来不及了[哈哈][哈哈],1044383890,缺DCBL,https://weibo.com/u/1044383890,,其他,f,54,249,697,7,3,20,30
4,5153311000625988,1700720163,25年04月09日 08:44,主要是凶宅，要不然涨和跌双方都没有任何理由反悔,来自福建,5153440809879558,4,主要是凶宅，要不然涨和跌双方都没有任何理由反悔,6595931778,阿狸太子猫,https://weibo.com/u/6595931778,,福建 厦门,m,113,67,3,0,3,13,16
5,5153311000625988,1700720163,25年04月09日 20:48,哪里白送？759万，一年也能产生22万的利息。也说了协议延迟一年交房，就是合约未生效了。,来自广东,5153622908996981,0,哪里白送？759万，一年也能产生22万的利息。也说了协议延迟一年交房，就是合约未生效了。,5638231045,我爱he33,https://weibo.com/u/5638231045,,其他,f,25,862,301,18,3,38,59
6,5153311000625988,1700720163,25年04月09日 08:10,凶宅还想涨，想啥呢,来自江苏,5153432244065408,15,凶宅还想涨，想啥呢,7818009375,昵称什么的真的没那么重要,https://weibo.com/u/7818009375,,其他,m,59,7,106,2,3,43,48
7,5153311000625988,1700720163,25年04月09日 13:58,那住了一年多凶宅的损失谁来买单？,来自江西,5153519749305296,0,那住了一年多凶宅的损失谁来买单？,7765713938,用户7765713938,https://weibo.com/u/7765713938,,其他,f,14,20,649,381,60,337,778
8,5153311000625988,1700720163,25年04月10日 16:57,"回复<a href=/n/nn9900 usercard=""name=@nn9900"">@nn9900</a>:死在哪，哪就凶，不管原因",来自江西,5153927138903243,0,回复@nn9900:死在哪，哪就凶，不管原因,7765713938,用户7765713938,https://weibo.com/u/7765713938,,其他,f,14,20,649,381,60,337,778
9,5153311000625988,1700720163,25年04月10日 15:25,"回复<a href=/n/用户7765713938 usercard=""name=@用户7765713938"">@用户7765713938</a>:看其他评论卖方儿子是精神疾病导致的自杀，这就凶了？他又不是住了这个房子才抑郁的。",来自江苏,5153904015180499,0,回复@用户7765713938:看其他评论卖方儿子是精神疾病导致的自杀，这就凶了？他又不是住了这个房子才抑郁的。,1857740032,nn9900,https://weibo.com/u/1857740032,,上海,f,269,296,1488,"1,420",272,43,"1,735"
