,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5153333409743757,1700720163,25年04月09日 04:26,"按现在的房价退，房子还是卖家的，钱还有的挣<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5153375831457895,2,按现在的房价退，房子还是卖家的，钱还有的挣[允悲],6008890441,风的季节yang,https://weibo.com/u/6008890441,我想要的，自然会认真,其他,m,157,334,745,31,11,390,432,
1,5153333409743757,1700720163,25年04月09日 07:25,"回复<a href=/n/风的季节yang usercard=""name=@风的季节yang"">@风的季节yang</a>:差价就当买家享受优质学籍的付出了，反正他也不想要这个房子了",来自山东,5153420785746004,10,回复@风的季节yang:差价就当买家享受优质学籍的付出了，反正他也不想要这个房子了,1734304641,猫猫狗子在一起,https://weibo.com/u/1734304641,,其他,f,2897,2202,29712,"8,595","11,258","42,414","62,267",超话创作官（琴瑟何明超话）
