,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5148831708615022,7832912432,2025-03-27 16:47:46,不行就把几把剁了,来自湖北,5148851267438811,0,72,不行就把几把剁了,7398121850,婉拒朴彩英求婚99次,https://weibo.com/u/7398121850,是快乐小狗🐾,上海,f,9,614,1388,"1,252",10,"1,913","3,175"
1,5148831708615022,7832912432,2025-03-27 15:32:04,就是说啊,来自海南,5148832222151172,0,45,就是说啊,7879258408,桃酱non,https://weibo.com/u/7879258408,来了,其他,f,4580,88,1449,295,"12,558",205,"13,058"
2,5148831708615022,7832912432,2025-03-27 16:25:49,还已婚已育,来自湖南,5148845744590333,0,21,还已婚已育,2215904095,Chris要发大财,https://weibo.com/u/2215904095,be yourself,海外 其他,f,259,335,4327,827,216,"4,176","5,219"
3,5148831708615022,7832912432,2025-03-27 17:44:02,已经按规章制度处理了，现在是酒店起诉女生损害酒店名誉。女生确诊中度抑郁。,来自广西,5148865431601701,0,15,已经按规章制度处理了，现在是酒店起诉女生损害酒店名誉。女生确诊中度抑郁。,1688209840,Emily美丽健康,https://weibo.com/u/1688209840,,其他,f,137,69,177,6,0,11,17
4,5148831708615022,7832912432,2025-03-27 19:58:09,男的惯用伎俩,来自广东,5148899183428074,0,6,男的惯用伎俩,5981320855,桔梗99寒冰,https://weibo.com/u/5981320855,喜欢帅气可爱的你,广东,f,8,51,237,110,8,825,943
5,5148831708615022,7832912432,2025-03-27 15:59:20,说的太对了,来自山东,5148839079316343,0,2,说的太对了,5908333050,鲸落Iris,https://weibo.com/u/5908333050,鲸落于海，星沉于洼，风隐入密林，蝉鸣漏进夏至，想让世间所有温柔住进你眼里,北京,f,116,213,1090,474,8,460,942
6,5148831708615022,7832912432,2025-03-27 22:36:41,那个男的肯定故意的啊，他还懂这位女士的房间号，报了房间号那个酒店人员还真给他办了房卡，问也不问一声,来自广西,5148939074931110,0,6,那个男的肯定故意的啊，他还懂这位女士的房间号，报了房间号那个酒店人员还真给他办了房卡，问也不问一声,3926343922,风语者文Sir,https://weibo.com/u/3926343922,,广西 南宁,f,95,214,364,91,1,509,601
7,5148831708615022,7832912432,2025-03-27 19:40:43,怎么不把几把剁了,来自广东,5148894795137510,0,3,怎么不把几把剁了,5621071131,在对角巷卖椰子朗姆酒,https://weibo.com/u/5621071131,零碎的岛屿会找到海,广东,f,148,755,636,369,13,197,579
8,5148831708615022,7832912432,2025-03-27 19:19:07,强歼犯丑丑隐身了,来自北京,5148889356439627,0,2,强歼犯丑丑隐身了,6339808746,只是咪宝妈,https://weibo.com/u/6339808746,＝萤岛 大爱头像这只小毛米，咪小宝重度依赖,其他,f,69,280,525,156,16,284,456
9,5148831708615022,7832912432,2025-03-27 23:32:13,那个男的已经被抓了啊。现在是女方和酒店的事,来自湖北,5148953051403238,0,1,那个男的已经被抓了啊。现在是女方和酒店的事,5148558576,执伞旧人,https://weibo.com/u/5148558576,叠纸家的韭菜,湖北,f,425,292,4387,"2,070",679,"3,045","5,794"
10,5148831708615022,7832912432,2025-03-28 02:01:25,真醉了小弟弟是立不起来的，立不起来的,来自湖北,5148990599070209,0,0,真醉了小弟弟是立不起来的，立不起来的,7777504237,讨厌应乙吸血传,https://weibo.com/u/7777504237,,安徽 阜阳,m,0,93,138,110,15,389,514
11,5148831708615022,7832912432,2025-03-27 21:34:02,男的已经被逮捕了，处理结果受害人也没有异议，现在说的是跟酒店的纠纷,来自四川,5148923308542392,0,0,男的已经被逮捕了，处理结果受害人也没有异议，现在说的是跟酒店的纠纷,7293760170,第一次卖萌没啥经验,https://weibo.com/u/7293760170,,其他,f,16,74,12,6,1,65,72
12,5148831708615022,7832912432,2025-03-27 20:05:51,"你自己认真看看受害者发的呢<img alt=""[汗]"" title=""[汗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/2018new_han_org.png"" />，杨某已经被抓了，现在的矛盾在于酒店方面赔偿不到位，还因为受害者在网上公布它们的行为，要告受害者，把矛头对准酒店，别转移矛盾",来自澳大利亚,5148901117527989,0,0,你自己认真看看受害者发的呢[汗]，杨某已经被抓了，现在的矛盾在于酒店方面赔偿不到位，还因为受害者在网上公布它们的行为，要告受害者，把矛头对准酒店，别转移矛盾,7546133689,游客和游客,https://weibo.com/u/7546133689,,其他,f,16,86,108,10,1,103,114
13,5148831708615022,7832912432,2025-03-27 18:46:51,伸金 有人说他是装醉酒的吗？,来自安徽,5148881236005831,0,0,伸金 有人说他是装醉酒的吗？,7904433680,7904433680_803,https://weibo.com/u/7904433680,,安徽,m,1,86,812,137,123,121,381
14,5148831708615022,7832912432,2025-03-27 18:04:26,该男子的责任要追，酒店的责任也要追，不然以后还有酒店不重视。,来自河南,5148870560714140,0,1,该男子的责任要追，酒店的责任也要追，不然以后还有酒店不重视。,6644081388,无恙7664,https://weibo.com/u/6644081388,Y你无恙,河南 平顶山,m,116,79,10,0,0,1,1
15,5148831708615022,7832912432,2025-03-27 16:55:06,报警了，这个新闻重点在酒店,来自安徽,5148853113721591,0,0,报警了，这个新闻重点在酒店,7969656062,言宝加油,https://weibo.com/u/7969656062,,其他,m,63,125,15,4,0,3,7
16,5148831708615022,7832912432,2025-03-27 16:27:26,不是同事哦，这个男的是其他公司的,来自福建,5148846155104996,0,0,不是同事哦，这个男的是其他公司的,7312825139,迷藏一半,https://weibo.com/u/7312825139,,其他,f,8,382,392,457,10,"3,008","3,475"
17,5148831708615022,7832912432,2025-03-27 16:42:52,他已经是强奸罪，难道因为有强奸犯了就不应该追究酒店的责任？,来自青海,5148850034312417,0,25,他已经是强奸罪，难道因为有强奸犯了就不应该追究酒店的责任？,1210388570,破灯,https://weibo.com/u/1210388570,一个人，一间房，一座城！,陕西,m,279,914,400,204,72,"1,030","1,306"
18,5148831708615022,7832912432,2025-03-27 21:42:40,男的又美美隐身,来自江苏,5148925482506333,0,0,男的又美美隐身,5639606128,yubbgghjdkkrorj,https://weibo.com/u/5639606128,,江苏,m,14,127,33,1,0,0,1
19,5148831708615022,7832912432,2025-03-27 20:14:19,就是说啊,来自广东,5148903247185071,0,0,就是说啊,6055599570,耶耶只想睡大觉,https://weibo.com/u/6055599570,高贵的路人粉,广东 东莞,f,21,196,1,1,0,41,42
20,5148831708615022,7832912432,2025-03-27 15:31:49,"对啊<img alt=""[淡淡的]"" title=""[淡淡的]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2024_takearest_org.png"" />",来自海南,5148832154258474,0,6,对啊[淡淡的],7925919527,a酱汁,https://weibo.com/u/7925919527,,其他,f,4,10,27,7,0,9,16
