,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5150712930238906,2668045542,2025-04-01 20:12:57,豆瓣9.3分： ,来自广东,5150714843374118,0,6,豆瓣9.3分： http://t.cn/A6ryG6k0,2668045542,回响电影,https://weibo.com/u/2668045542,影评人 电影博主,念念不忘，必有回响！  公号：BluMovie（➕v：lanyingzhi666）,其他,m,10431118,343,7860,"1,042,834","5,309,065","5,851,599","12,203,498"
1,5150712930238906,2668045542,2025-04-02 21:35:44,哪里可以看？？,来自湖南,5151098067222739,1,2,哪里可以看？？,6388765563,吸一口芋圆气息,https://weibo.com/u/6388765563,,女鹅们帮我镇魂,北京,f,1001,1840,13391,"30,656","5,012","22,372","58,040"
2,5150712930238906,2668045542,2025-04-01 23:25:43,女主坚持这么多年，下了一盘好大的棋,来自福建,5150763354164366,1,4,女主坚持这么多年，下了一盘好大的棋,7680031994,Laibaby_o,https://weibo.com/u/7680031994,,,北京 东城区,f,31,375,2931,19,8,15,42
3,5150712930238906,2668045542,2025-04-03 14:05:56,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自湖北,5151347256594284,0,0,[good][good],7307745925,嘎拉嘎拉奥力给,https://weibo.com/u/7307745925,,攀爬记录/身正心诚/保持善良与可爱,其他,f,570,3018,1617,84,36,427,547
4,5150712930238906,2668045542,2025-04-01 23:25:38,神剧的味道,来自广东,5150763336860374,0,0,神剧的味道,2039440903,爱逛微博的小咸鱼,https://weibo.com/u/2039440903,,爱笑的女孩运气不会太差😊,广东 广州,f,428,2905,24799,253,172,487,912
5,5150712930238906,2668045542,2025-04-01 23:25:36,感觉好看,来自北京,5150763324806468,0,0,感觉好看,7735402283,请叫我英皇小天使,https://weibo.com/u/7735402283,,,其他,m,679,1117,8772,42,3,19,64
6,5150712930238906,2668045542,2025-04-01 23:25:26,唐顿老爷？,来自河南,5150763282600889,0,0,唐顿老爷？,7679146138,今天好像没有睡觉啊,https://weibo.com/u/7679146138,,哈哈哈哈,其他,f,34,923,3473,33,4,46,83
7,5150712930238906,2668045542,2025-04-01 23:25:20,太强了姐,来自广东,5150763257695760,0,0,太强了姐,7925122946,晨雾飘摇飘洒,https://weibo.com/u/7925122946,,爱人如养花，自己就是最好的花匠,其他,f,48,1143,7567,110,272,10,392
8,5150712930238906,2668045542,2025-04-03 03:29:13,觉得比混沌少年时好,来自浙江,5151187020022053,0,0,觉得比混沌少年时好,1956504927,PS青蛙No7,https://weibo.com/u/1956504927,,,浙江 温州,m,663,1244,1220,"4,049",270,"1,792","6,111"
9,5150712930238906,2668045542,2025-04-02 13:02:56,"<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自辽宁,5150969012687897,0,0,[心],3554590181,我曾和你一起靠近童话1,https://weibo.com/u/3554590181,,,辽宁 沈阳,m,257,705,9582,245,30,278,553
10,5150712930238906,2668045542,2025-04-02 07:27:55,最佳审判！！！！,来自浙江,5150884704814831,0,0,最佳审判！！！！,1826140362,Ailbe_,https://weibo.com/u/1826140362,,开朗之余全是悲伤。,浙江 杭州,f,919,343,275,229,12,228,469
11,5150712930238906,2668045542,2025-04-01 23:25:36,"一群虚伪的英国老男人，包括那个印度裔，没一个好的<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自广西,5150763324279056,0,0,一群虚伪的英国老男人，包括那个印度裔，没一个好的[笑cry],7583812542,铁骨铮铮的闪现,https://weibo.com/u/7583812542,,😘,重庆,f,107,4000,38602,442,"6,137",707,"7,286"
12,5150712930238906,2668045542,2025-04-01 23:25:19,"这才是真正的大女主！！<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自江西,5150763253502736,0,0,这才是真正的大女主！！[泪][泪],7897839871,老天爷我真的好喜欢他,https://weibo.com/u/7897839871,,,其他,f,21,1455,7787,70,25,5,100
13,5150712930238906,2668045542,2025-04-01 23:25:14,想二刷的剧,来自上海,5150763233316969,0,0,想二刷的剧,7053325996,远岫薄暮兮,https://weibo.com/u/7053325996,,·̩͙꒰ঌ✞໒꒱· ﾟ夏天的夏,上海,f,35,739,4263,57,42,28,127
14,5150712930238906,2668045542,2025-04-01 22:20:24,攒着,来自安徽,5150746917472079,0,1,攒着,5514481744,亚人3,https://weibo.com/u/5514481744,,,北京 昌平区,f,141,938,13472,104,27,417,548
15,5150712930238906,2668045542,2025-04-01 20:57:44,"嗯，星云，<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自广东,5150726117655255,0,0,嗯，星云，[good],1772047287,MaxKazma,https://weibo.com/u/1772047287,,与其浪费时间在别人身上，还不如花时间让自己增值,广东 广州,m,483,446,4,33,0,0,33
16,5150712930238906,2668045542,2025-04-01 20:20:46,魔法特的余晖,来自北京,5150716810233361,0,0,魔法特的余晖,7850784857,FFHH48,https://weibo.com/u/7850784857,,,其他,m,1,84,77,0,0,92,92
17,5150712930238906,2668045542,2025-04-04 19:00:37,"道格拉斯应该不算老登吧，不够完美的偶像而已，但来自“山猪细糠”的女主确实超级惊艳，特别是演到最后的时候～ <a href=""//s.weibo.com/weibo?q=%23%E6%B0%B4%E6%B4%97%E7%85%A4%E6%96%87%E8%89%BA%E8%AF%84%E8%AE%BA%23"" target=""_blank"">#水洗煤文艺评论#</a> ",来自新加坡,5151783803160405,0,0,道格拉斯应该不算老登吧，不够完美的偶像而已，但来自“山猪细糠”的女主确实超级惊艳，特别是演到最后的时候～ #水洗煤文艺评论# ,1919289643,包特_ExpEcon,https://weibo.com/u/1919289643,微博新知博主 财经博主,白天念经，晚上开演唱会，经常性不间断耍猴。个人学术主页：baote.weebly.com,海外 新加坡,m,180228,438,21330,"79,360","466,397","488,545","1,034,302"
18,5150712930238906,2668045542,2025-04-04 08:49:06,好笑吗 我看标签是喜剧,来自浙江,5151629911001606,0,0,好笑吗 我看标签是喜剧,6584693818,瓦坎达的特斯拉,https://weibo.com/u/6584693818,,所有的问题都可以被解决,浙江,m,190,1662,3735,"1,249",347,"2,909","4,505"
19,5150712930238906,2668045542,2025-04-01 23:26:18,道格拉斯的沉默就是作恶，太恶心了，还背后说别人,来自江西,5150763500439563,0,0,道格拉斯的沉默就是作恶，太恶心了，还背后说别人,7846153547,食人小花花,https://weibo.com/u/7846153547,,,其他,f,12,507,10267,31,9,33,73
20,5150712930238906,2668045542,2025-04-01 23:25:49,星云太强了，不亏是180,来自江西,5150763380382841,0,0,星云太强了，不亏是180,7962036561,海边捡贝壳en,https://weibo.com/u/7962036561,,今天的太阳比昨天大,其他,m,302,265,5041,67,13,130,210
21,5150712930238906,2668045542,2025-04-01 23:25:26,"看前两集，不喜欢女主，第三集同情她，第四集女强人，隐忍又强大的内心<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自重庆,5150763283908506,0,0,看前两集，不喜欢女主，第三集同情她，第四集女强人，隐忍又强大的内心[心],7943340672,海阔天空怎样,https://weibo.com/u/7943340672,,,其他,m,57,115,292,8,0,7,15
22,5150712930238906,2668045542,2025-04-01 23:26:00,b站看的，太好看了,来自河南,5150763424942167,0,0,b站看的，太好看了,7980468549,聪慧桃子玩水枪,https://weibo.com/u/7980468549,,旅行能够赶走生活的枯燥,河南,f,6,107,212,4,2,12,18
23,5150712930238906,2668045542,2025-04-01 23:25:43,结尾爽了,来自山东,5150763353379032,0,0,结尾爽了,7955650801,-记得要开心哦,https://weibo.com/u/7955650801,,,其他,f,3,53,493,8,35,2,45
24,5150712930238906,2668045542,2025-04-01 23:25:31,太太太好看了！！！！！！,来自山东,5150763303833810,0,0,太太太好看了！！！！！！,7937958025,睡不醒坚决不起,https://weibo.com/u/7937958025,,,其他,f,2,55,456,26,0,2,28
25,5150712930238906,2668045542,2025-04-01 23:25:18,马克，放假了追,来自四川,5150763249043614,0,0,马克，放假了追,7518719625,肥嘟嘟门门,https://weibo.com/u/7518719625,,"如果你来访我,我不在,请和我门外的花坐一会儿。",重庆,f,259,4247,46459,196,"1,417","1,543","3,156"
