,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5145343714397312,7489687282,2025-03-18 15:42:18,是的,来自贵州,5145573301684063,0,0,是的,3736641442,Flipped三七,https://weibo.com/u/3736641442,超话粉丝大咖（贺峻霖超话） 微博剪辑视频博主,自由追星✨爱大帅哥,贵州 贵阳,m,2656,999,17062,"33,841","3,212,469","18,847","3,265,157"
1,5145343714397312,7489687282,2025-03-18 12:45:19,更加亲密,来自重庆,5145528761324080,0,0,更加亲密,7243260178,一晚鲜鱼粥,https://weibo.com/u/7243260178,娱乐博主,我知道我主页好看，不用破防了,北京,m,10396,913,5669,"18,026","1,268,106","19,301","1,305,433"
2,5145343714397312,7489687282,2025-03-18 10:17:35,原来如此,来自上海,5145491584321203,0,0,原来如此,6602374976,尤霖诺0912,https://weibo.com/u/6602374976,超话粉丝钻咖（贺峻霖超话）,All for HJL💚   🫘：尤霖诺,福建,f,1963,615,7294,"16,296","63,684","3,194","83,174"
3,5145343714397312,7489687282,2025-03-18 11:53:53,学到了,来自湖南,5145515817701683,0,0,学到了,7202945447,Justin的苦茶子,https://weibo.com/u/7202945447,超话创作官（黄明昊超话）,黄明昊是世界上最最最可爱的小男孩@jjjustin0219,湖南 益阳,f,12020,666,8737,"44,064","3,140,877","60,222","3,245,163"
4,5145343714397312,7489687282,2025-03-18 08:53:01,学到了。,来自河南,5145470302946091,0,0,学到了。,7727274257,橙定思空,https://weibo.com/u/7727274257,娱乐博主,gay｜个人博｜🍊🍥🫐,其他,f,1127,446,7378,"38,421","1,401,472","21,564","1,461,457"
5,5145343714397312,7489687282,2025-03-18 07:39:52,原来是这样,来自广东,5145451897290799,0,0,原来是这样,6633001252,康阿叽捏,https://weibo.com/u/6633001252,娱乐博主 超话创作官（JaeDo超话）,小狗永动机🐾 | 反派叁毒叠加恶霸地租妈buff,其他,f,2217,164,8474,"21,510","4,553","140,658","166,721"
6,5145343714397312,7489687282,2025-03-18 01:13:43,是这样的呢,来自湖北,5145354715006445,0,0,是这样的呢,7404029304,渝栨,https://weibo.com/u/7404029304,动漫博主 微博剪辑视频博主,山林不向四季起誓,重庆,f,63179,5153,35294,"170,061","3,929","159,911","333,901"
7,5145343714397312,7489687282,2025-03-18 00:32:34,好的好的,来自河北,5145344358746511,0,0,好的好的,6920638941,顾鼻颖0820,https://weibo.com/u/6920638941,超话粉丝钻咖（angelababy超话）,你在为别人牺牲的时候 也会有人来保护你,河北,f,10365,8822,19961,"555,620","5,063,517","40,139","5,659,276"
8,5145343714397312,7489687282,2025-03-18 00:32:29,是这样的,来自四川,5145344337773637,0,0,是这样的,2660112521,拍背,https://weibo.com/u/2660112521,颜值博主,⠀,其他,f,12187,716,1311,"7,398",82,"2,859","10,339"
9,5145343714397312,7489687282,2025-03-18 08:10:47,"<img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" />",来自广东,5145459677987055,0,0,[笑哈哈],7444277016,绘梨番,https://weibo.com/u/7444277016,娱乐博主,补药看我啊,其他,m,1438,796,5870,"9,408",608,"26,879","36,895"
