,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,评论地点,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5147360826495354,7427524051,2025-03-23 14:05:39,"快来体验优质博文加热器，让更多人看你所想&gt;&gt;<a target=""_blank"" href=""https://tuiguang.biz.weibo.com/content?uid=7427524051&mid=5147360826495354&from_source=blogComment""><img class=""icon-link"" title=""http://t.cn/A6BRX60w"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>网页链接</a>",5147360917720001,0,0,快来体验优质博文加热器，让更多人看你所想>>http://t.cn/A6BRX60w,,2216755173,粉丝头条小助手,https://weibo.com/u/2216755173,粉丝头条产品指导官方微博,粉丝头条官方指导微博,北京,f,10025410,520,354,"6,420",0,"13,543","19,963"
1,5147360826495354,7427524051,2025-03-23 14:30:37,"<img alt=""[裂开]"" title=""[裂开]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"" />我的饭也凉了",5147367201573335,0,0,[裂开]我的饭也凉了,来自山西,7876241361,汀汀你昊,https://weibo.com/u/7876241361,超话粉丝钻咖（黄明昊超话）,,其他,f,94,487,13387,"8,314",204,"1,668","10,186"
