,mid,uid,事件标题,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,展示内容元素,转发数量,评论数量,点赞数量
0,5151017944744780,7923586268,None,本本快线,https://weibo.com/7923586268,2025-04-02 16:17:00,微博网页版,大家觉得谈恋爱应该AA吗？最近跟台湾的朋友聊天，他跟我说在台湾谈恋爱大家都是AA的，并没有觉得有什么不妥，但是我说在内地出去跟喜欢的女孩或者对象说AA显得很小气的，可能人家下一秒就把你拉黑了.......而且我觉得AA显得向搭子，不会像对象，显得不够亲密！ ​,None,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""本本快线"">
                    大家觉得谈恋爱应该AA吗？最近跟台湾的朋友聊天，他跟我说在台湾谈恋爱大家都是AA的，并没有觉得有什么不妥，但是我说在内地出去跟喜欢的女孩或者对象说AA显得很小气的，可能人家下一秒就把你拉黑了.......而且我觉得AA显得向搭子，不会像对象，显得不够亲密！ ​                </p>
                                            </div>
            ",0,31,113
1,5120975789885466,6057479160,#好运2025#,叁川说,https://weibo.com/6057479160,2025-01-09 18:40:00,None,AA制恋爱，买东西手机没电了，男朋友帮我付了100块钱，回去还找我要回这笔钱，我该分手吗？#好运2025# ​,None,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""叁川说"">
                    AA制恋爱，买东西手机没电了，男朋友帮我付了100块钱，回去还找我要回这笔钱，我该分手吗？<a href=""/weibo?q=%23%E5%A5%BD%E8%BF%902025%23"" target=""_blank"">#好运2025#</a> ​                </p>
                                                <!--card解析-->
<div node-type=""feed_list_media_prev"">
    <div class=""media media-piclist"" node-type=""fl_pic_list"" action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_ids=006BWz2Mgy1hxep1yngj3j30zu2fuqkx,006BWz2Mgy1hxep1yzzfij30nj1o8dhu,006BWz2Mgy1hxep1zex9rj30o01ozq54,006BWz2Mgy1hxep208aefj30n21p8ac9,006BWz2Mgy1hxep1xna9hj30nk1oudhi,006BWz2Mgy1hxep20j3pyj30mu1mzgom,006BWz2Mgy1hxep21d2woj30m61otae1,006BWz2Mgy1hxep22tjptj30ng1mxtc6,006BWz2Mgy1hxep236d79j30np1otq5k"">
                        <ul class=""m3"">
                                                                                                        <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep1yngj3j30zu2fuqkx&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx1.sinaimg.cn/thumb150/006BWz2Mgy1hxep1yngj3j30zu2fuqkx.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep1yzzfij30nj1o8dhu&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx2.sinaimg.cn/thumb150/006BWz2Mgy1hxep1yzzfij30nj1o8dhu.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep1zex9rj30o01ozq54&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx4.sinaimg.cn/thumb150/006BWz2Mgy1hxep1zex9rj30o01ozq54.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep208aefj30n21p8ac9&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx4.sinaimg.cn/thumb150/006BWz2Mgy1hxep208aefj30n21p8ac9.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep1xna9hj30nk1oudhi&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx2.sinaimg.cn/thumb150/006BWz2Mgy1hxep1xna9hj30nk1oudhi.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep20j3pyj30mu1mzgom&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx3.sinaimg.cn/thumb150/006BWz2Mgy1hxep20j3pyj30mu1mzgom.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep21d2woj30m61otae1&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx1.sinaimg.cn/thumb150/006BWz2Mgy1hxep21d2woj30m61otae1.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep22tjptj30ng1mxtc6&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx3.sinaimg.cn/thumb150/006BWz2Mgy1hxep22tjptj30ng1mxtc6.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6057479160&amp;mid=5120975789885466&amp;pic_id=006BWz2Mgy1hxep236d79j30np1otq5k&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx3.sinaimg.cn/thumb150/006BWz2Mgy1hxep236d79j30np1otq5k.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                </ul>
    </div>
</div>
<div node-type=""feed_list_media_disp"">
</div>


<!--/card解析-->
                            </div>
            ",101,2298,28770
2,5154005111277004,6858679534,None,乎然Mua_,https://weibo.com/6858679534,2025-04-10 22:07:00,乎然捡来的iPhone客户端,我被现代年轻人的恋爱AA模式震惊到了！是我out脱离社会了吗？我只知道现在年轻人不太愿意结婚也不愿意生孩子，但我万万没想到他们谈恋爱居然也大部分采取AA制，大多数提出来的还是男性😂我身边好几个例子：1️⃣ 我妈妈朋友女儿，跟男友谈了3年在一起全部AA，约会出去男生这顿请下顿就女生，旅 ​  展开c,我被现代年轻人的恋爱AA模式震惊到了！是我out脱离社会了吗？我只知道现在年轻人不太愿意结婚也不愿意生孩子，但我万万没想到他们谈恋爱居然也大部分采取AA制，大多数提出来的还是男性😂我身边好几个例子：1️⃣ 我妈妈朋友女儿，跟男友谈了3年在一起全部AA，约会出去男生这顿请下顿就女生，旅游也是自己出车费啥的，房费A A2️⃣表妹谈男朋友在一起租房子AA，男生说平时我送东西给你可以啊，但房费是俩人共同开支AA不应该吗？3️⃣我的一男性朋友，说如果女生跟他在一起不AA或者一味只想让他花钱他会立马分，他觉得男生钱又不是大风刮来的，凭啥给女生，而且我跟你花钱你也要跟我花钱才对，要不然到时候又分了他亏大了，有这心思还不如自己打打游戏娱乐下，钱花在自己身上不更有意义，为什么要花女人身上？4️⃣我朋友结婚了，跟老婆还一直AA，就连出去看演唱会啥的都各自买各自的票OMG？原来现在经济分的这么清的不是女生，男生占比更多？我有点震惊😱毕竟我们那个年代确实男生花钱会更多一点，当然女生也会花但大头肯定是男生，不说情侣了，就是班上同学一起出去，男生也会主动承担大头很少会让女生买单，大家会觉得让女生花钱没面子啊，所以我们小时候男生的生活费都比女生多，家长们会觉得男生外面聚会多啊之类的从远古开始，其实就是男性出去打猎，获得的猎物/食物会带回家交给女性当家去平分，这个猎物/食物放到现在不就是赚的钱么？我有点看不懂了…我想想我跟老吴学生时代是父母给的钱各管各的，在一起约会他花大头，我花小头，参加工作后他就自动每个月把薪资交给我了，我的钱他的钱都混在一起，所以生活开销就从这里面支出了，一直到婚后都是如此，我俩平时吵架归吵架噢，但真的好像没有花钱吵过一次架，反正钱在一起，没钱了就一起挣，有钱就一起花呗，我俩买啥对方都不会说，好像不太计较这些，包括去年吵到很厉害就连提离婚，都没有任何经济纠葛，说个数大家都默认OK没有争议我是觉得婚前AA可以理解吧，婚后还AA就有点那个啥了，你们觉得呢？乎然妈日常超话#妈妈的理想生活# 收,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""乎然Mua_"">
                    我被现代年轻人的恋爱AA模式震惊到了！<br>是我out脱离社会了吗？<br>我只知道现在年轻人不太愿意结婚也不愿意生孩子，但我万万没想到他们谈恋爱居然也大部分采取AA制，大多数提出来的还是男性😂<br><br>我身边好几个例子：<br>1️⃣ 我妈妈朋友女儿，跟男友谈了3年在一起全部AA，约会出去男生这顿请下顿就女生，旅 ​  <a href=""//weibo.com/6858679534/PmEV15mcQ?refer_flag=1001030103_"" action-type=""fl_unfold"" target=""_blank"">展开<i class=""wbicon"">c</i></a>                </p>
                                <p class=""txt"" node-type=""feed_list_content_full"" nick-name=""乎然Mua_"" style=""display: none"">
                    我被现代年轻人的恋爱AA模式震惊到了！<br>是我out脱离社会了吗？<br>我只知道现在年轻人不太愿意结婚也不愿意生孩子，但我万万没想到他们谈恋爱居然也大部分采取AA制，大多数提出来的还是男性😂<br><br>我身边好几个例子：<br>1️⃣ 我妈妈朋友女儿，跟男友谈了3年在一起全部AA，约会出去男生这顿请下顿就女生，旅游也是自己出车费啥的，房费A A<br><br>2️⃣表妹谈男朋友在一起租房子AA，男生说平时我送东西给你可以啊，但房费是俩人共同开支AA不应该吗？<br><br>3️⃣我的一男性朋友，说如果女生跟他在一起不AA或者一味只想让他花钱他会立马分，他觉得男生钱又不是大风刮来的，凭啥给女生，而且我跟你花钱你也要跟我花钱才对，要不然到时候又分了他亏大了，有这心思还不如自己打打游戏娱乐下，钱花在自己身上不更有意义，为什么要花女人身上？<br><br>4️⃣我朋友结婚了，跟老婆还一直AA，就连出去看演唱会啥的都各自买各自的票<br><br>OMG？原来现在经济分的这么清的不是女生，男生占比更多？我有点震惊😱<br><br>毕竟我们那个年代确实男生花钱会更多一点，当然女生也会花但大头肯定是男生，不说情侣了，就是班上同学一起出去，男生也会主动承担大头很少会让女生买单，大家会觉得让女生花钱没面子啊，所以我们小时候男生的生活费都比女生多，家长们会觉得男生外面聚会多啊之类的<br><br>从远古开始，其实就是男性出去打猎，获得的猎物/食物会带回家交给女性当家去平分，这个猎物/食物放到现在不就是赚的钱么？我有点看不懂了…<br><br>我想想我跟老吴学生时代是父母给的钱各管各的，在一起约会他花大头，我花小头，参加工作后他就自动每个月把薪资交给我了，我的钱他的钱都混在一起，所以生活开销就从这里面支出了，一直到婚后都是如此，我俩平时吵架归吵架噢，但真的好像没有花钱吵过一次架，反正钱在一起，没钱了就一起挣，有钱就一起花呗，我俩买啥对方都不会说，好像不太计较这些，包括去年吵到很厉害就连提离婚，都没有任何经济纠葛，说个数大家都默认OK没有争议<br><br>我是觉得婚前AA可以理解吧，婚后还AA就有点那个啥了，你们觉得呢？<br><br><a href=""https://huati.weibo.com/7156448"" target=""_blank""><i class=""wbicon""></i>乎然妈日常超话</a><a href=""https://s.weibo.com/weibo/%23%E5%A6%88%E5%A6%88%E7%9A%84%E7%90%86%E6%83%B3%E7%94%9F%E6%B4%BB%23"" target=""_blank"">#妈妈的理想生活#</a> <a href=""javascript:void(0);"" action-type=""fl_fold"">收起<i class=""wbicon"">d</i></a>
                </p>
                                                <!--card解析-->
<div node-type=""feed_list_media_prev"">
    <div class=""media media-piclist"" node-type=""fl_pic_list"" action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_ids=007uajRsgy1i0c1vmrpxyj32gs3adqv8,007uajRsgy1i0c1vs99aij32gs3adqv7,007uajRsgy1i0c1vxdr54j32gs3adx6r,007uajRsgy1i0c1w20yh1j32gs3adqv7,007uajRsgy1i0c1vi094bj32e336s7wj,007uajRsgy1i0c1w72onhj32gs3adx6r"">
                        <ul class=""m3"">
                                                                                                        <li action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_id=007uajRsgy1i0c1vmrpxyj32gs3adqv8&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                        <img src=""https://wx2.sinaimg.cn/orj360/007uajRsgy1i0c1vmrpxyj32gs3adqv8.jpg"" data-gifviedo="""" style=""position: relative;width: 132px;height: 175px;top: -0px;left: -0px;"">
                                        <i class=""picture-cover"" style=""width: 132px;height: 175px;top: -0px;left: -0px;""></i><i style=""width: 132px;height: 175px;top: -0px;left: -0px;"" class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_id=007uajRsgy1i0c1vs99aij32gs3adqv7&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                        <img src=""https://wx2.sinaimg.cn/orj360/007uajRsgy1i0c1vs99aij32gs3adqv7.jpg"" data-gifviedo="""" style=""position: relative;width: 132px;height: 175px;top: -0px;left: -0px;"">
                                        <i class=""picture-cover"" style=""width: 132px;height: 175px;top: -0px;left: -0px;""></i><i style=""width: 132px;height: 175px;top: -0px;left: -0px;"" class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_id=007uajRsgy1i0c1vxdr54j32gs3adx6r&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                        <img src=""https://wx3.sinaimg.cn/orj360/007uajRsgy1i0c1vxdr54j32gs3adx6r.jpg"" data-gifviedo="""" style=""position: relative;width: 132px;height: 175px;top: -0px;left: -0px;"">
                                        <i class=""picture-cover"" style=""width: 132px;height: 175px;top: -0px;left: -0px;""></i><i style=""width: 132px;height: 175px;top: -0px;left: -0px;"" class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_id=007uajRsgy1i0c1w20yh1j32gs3adqv7&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                        <img src=""https://wx2.sinaimg.cn/orj360/007uajRsgy1i0c1w20yh1j32gs3adqv7.jpg"" data-gifviedo="""" style=""position: relative;width: 132px;height: 175px;top: -9px;left: -0px;"">
                                        <i class=""picture-cover"" style=""width: 132px;height: 175px;top: -9px;left: -0px;""></i><i style=""width: 132px;height: 175px;top: -9px;left: -0px;"" class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_id=007uajRsgy1i0c1vi094bj32e336s7wj&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                        <img src=""https://wx4.sinaimg.cn/orj360/007uajRsgy1i0c1vi094bj32e336s7wj.jpg"" data-gifviedo="""" style=""position: relative;width: 132px;height: 176px;top: -0px;left: -0px;"">
                                        <i class=""picture-cover"" style=""width: 132px;height: 176px;top: -0px;left: -0px;""></i><i style=""width: 132px;height: 176px;top: -0px;left: -0px;"" class=""hoverMask""></i></li>
                                                                                    <li action-data=""uid=6858679534&amp;mid=5154005111277004&amp;pic_id=007uajRsgy1i0c1w72onhj32gs3adx6r&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                        <img src=""https://wx2.sinaimg.cn/orj360/007uajRsgy1i0c1w72onhj32gs3adx6r.jpg"" data-gifviedo="""" style=""position: relative;width: 132px;height: 175px;top: -0px;left: -0px;"">
                                        <i class=""picture-cover"" style=""width: 132px;height: 175px;top: -0px;left: -0px;""></i><i style=""width: 132px;height: 175px;top: -0px;left: -0px;"" class=""hoverMask""></i></li>
                                                </ul>
    </div>
</div>
<div node-type=""feed_list_media_disp"">
</div>


<!--/card解析-->
                            </div>
            ",0,15,179
3,5147566640202402,7055633865,None,幸运小麦a,https://weibo.com/7055633865,2025-03-24 03:43:00,iPhone 14 Pro Max,甚至说好aa的，没好意思还是把单买了￼￼[微笑R]。（我一直觉得男女恋爱约会就该aa，可是我从来没a过，脸皮薄，爸妈和我说吃亏是福。Fine） ​,None,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""幸运小麦a"">
                    甚至说好aa的，没好意思还是把单买了￼￼[微笑R]。（我一直觉得男女恋爱约会就该aa，可是我从来没a过，脸皮薄，爸妈和我说吃亏是福。Fine） ​                </p>
                                            </div>
            ",0,11,9
4,5130606609171112,2182537064,#你们能接受婚后AA制生活吗#,西门町吃在宁波,https://weibo.com/2182537064,2025-02-05 08:30:00,微博网页版,#你们能接受婚后AA制生活吗#网友：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很尴尬。其实我妈妈也没给我要孩子的伙食费，是我自己觉得该 ​  展开c,#你们能接受婚后AA制生活吗#网友：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很尴尬。其实我妈妈也没给我要孩子的伙食费，是我自己觉得该给了，虽然我们工资不多，挤一挤总是有的吧，然后我们大吵了一架。我也从来没要求他上交工资，没怎么花他的钱，节日也很少主动给我买礼物，有的话也是我自己主动去要的，也都是不贵的，或者一起去吃饭。我真想不通为什么他要去隐瞒工资呢？他这个月绩效比较高，我就问他那这个月工资多少呢，他说六千多，其实是拿了七千多，以前都是五六千，他就把这个月工资到账短信偷偷删除了，我后来登陆他银行app才知道的，我就觉得挺不开心的。大家觉得呢？ 收,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""西门町吃在宁波"">
                    <a href=""/weibo?q=%23%E4%BD%A0%E4%BB%AC%E8%83%BD%E6%8E%A5%E5%8F%97%E5%A9%9A%E5%90%8EAA%E5%88%B6%E7%94%9F%E6%B4%BB%E5%90%97%23"" target=""_blank"">#你们能接受婚后AA制生活吗#</a>网友：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。<br><br>孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很尴尬。<br><br>其实我妈妈也没给我要孩子的伙食费，是我自己觉得该 ​  <a href=""//weibo.com/2182537064/PcQduCtPa?refer_flag=1001030103_"" action-type=""fl_unfold"" target=""_blank"">展开<i class=""wbicon"">c</i></a>                </p>
                                <p class=""txt"" node-type=""feed_list_content_full"" nick-name=""西门町吃在宁波"" style=""display: none"">
                    <a href=""/weibo?q=%23%E4%BD%A0%E4%BB%AC%E8%83%BD%E6%8E%A5%E5%8F%97%E5%A9%9A%E5%90%8EAA%E5%88%B6%E7%94%9F%E6%B4%BB%E5%90%97%23"" target=""_blank"">#你们能接受婚后AA制生活吗#</a>网友：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。<br><br>孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很尴尬。<br><br>其实我妈妈也没给我要孩子的伙食费，是我自己觉得该给了，虽然我们工资不多，挤一挤总是有的吧，然后我们大吵了一架。<br><br>我也从来没要求他上交工资，没怎么花他的钱，节日也很少主动给我买礼物，有的话也是我自己主动去要的，也都是不贵的，或者一起去吃饭。<br><br>我真想不通为什么他要去隐瞒工资呢？他这个月绩效比较高，我就问他那这个月工资多少呢，他说六千多，其实是拿了七千多，以前都是五六千，他就把这个月工资到账短信偷偷删除了，我后来登陆他银行app才知道的，我就觉得挺不开心的。<br><br>大家觉得呢？ <a href=""javascript:void(0);"" action-type=""fl_fold"">收起<i class=""wbicon"">d</i></a>
                </p>
                                                <!--card解析-->
<div node-type=""feed_list_media_prev"">
    <div class=""media media-piclist"" node-type=""fl_pic_list"" action-data=""uid=2182537064&amp;mid=5130606609171112&amp;pic_ids=8216df68ly1hy8z2xpbzbj20fl0dwwer"">
                                            <ul class=""m1 w1 c1"">
                                                                                                                    <li action-data=""uid=2182537064&amp;pic_id=8216df68ly1hy8z2xpbzbj20fl0dwwer&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"" style=""width: 167px;height: 167px;"">
                                        <img src=""https://wx4.sinaimg.cn/orj360/8216df68ly1hy8z2xpbzbj20fl0dwwer.jpg"" data-gifviedo="""">
                                        <i class=""picture-cover""></i><i class=""hoverMask""></i>
                </li>
                                                </ul>
    </div>
</div>
<div node-type=""feed_list_media_disp"">
</div>


<!--/card解析-->
                            </div>
            ",6,21,45
5,5110524480062420,5719729321,None,-Barbieyan,https://weibo.com/5719729321,2024-12-11 22:30:00,iPhone客户端,我真的接受不了AA制恋爱 出A又出B的感觉太倒贴 ​,None,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""-Barbieyan"">
                    我真的接受不了AA制恋爱 出A又出B的感觉太倒贴 ​                </p>
                                            </div>
            ",9,4,21
6,5105231907525021,1314608344,#婚后老公隐瞒工资一直坚持AA制#,新闻晨报,https://weibo.com/1314608344,2024-11-27 08:00:00,微博网页版,【#婚后老公隐瞒工资一直坚持AA制#】#AA制生活能不能算是婚姻#？近日，有网友在“19楼”上吐槽：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很 ​  展开c,【#婚后老公隐瞒工资一直坚持AA制#】#AA制生活能不能算是婚姻#？近日，有网友在“19楼”上吐槽：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很尴尬。其实我妈妈也没给我要孩子的伙食费，是我自己觉得该给了，虽然我们工资不多，挤一挤总是有的吧，然后我们大吵了一架。我也从来没要求他上交工资，没怎么花他的钱，节日也很少主动给我买礼物，有的话也是我自己主动去要的，也都是不贵的，或者一起去吃饭。我真想不通为什么他要去隐瞒工资呢？他这个月绩效比较高，我就问他那这个月工资多少呢，他说六千多，其实是拿了七千多，以前都是五六千，他就把这个月工资到账短信偷偷删除了，我后来登陆他银行app才知道的，我就觉得挺不开心的。昨天他说下个月工资肯定不多，因为绩效不高，我就故意说这个月绩效高也才六千。他还是不老实地说，至少是六千多啊，我真无语。一直闷闷不乐了半个多月，就这么不信任我，不把我当妻子吗？我每个月的工资是固定的，他也都知道。结婚给我带来了什么，心凉……这个帖子引发了网友的热议，不少网友回应，这种AA制生活根本不能算是婚姻，夫妻之间只有计算，没有信任。对比，大家怎么看？ 收,"<div class=""content"" node-type=""like"">
                <p class=""txt"" node-type=""feed_list_content"" nick-name=""新闻晨报"">
                    【<a href=""/weibo?q=%23%E5%A9%9A%E5%90%8E%E8%80%81%E5%85%AC%E9%9A%90%E7%9E%92%E5%B7%A5%E8%B5%84%E4%B8%80%E7%9B%B4%E5%9D%9A%E6%8C%81AA%E5%88%B6%23"" target=""_blank"">#婚后老公隐瞒工资一直坚持AA制#</a>】<a href=""/weibo?q=%23AA%E5%88%B6%E7%94%9F%E6%B4%BB%E8%83%BD%E4%B8%8D%E8%83%BD%E7%AE%97%E6%98%AF%E5%A9%9A%E5%A7%BB%23"" target=""_blank"">#AA制生活能不能算是婚姻#</a>？近日，有网友在“19楼”上吐槽：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很 ​  <a href=""//weibo.com/1314608344/P2c6yvzBj?refer_flag=1001030103_"" action-type=""fl_unfold"" target=""_blank"">展开<i class=""wbicon"">c</i></a>                </p>
                                <p class=""txt"" node-type=""feed_list_content_full"" nick-name=""新闻晨报"" style=""display: none"">
                    【<a href=""/weibo?q=%23%E5%A9%9A%E5%90%8E%E8%80%81%E5%85%AC%E9%9A%90%E7%9E%92%E5%B7%A5%E8%B5%84%E4%B8%80%E7%9B%B4%E5%9D%9A%E6%8C%81AA%E5%88%B6%23"" target=""_blank"">#婚后老公隐瞒工资一直坚持AA制#</a>】<a href=""/weibo?q=%23AA%E5%88%B6%E7%94%9F%E6%B4%BB%E8%83%BD%E4%B8%8D%E8%83%BD%E7%AE%97%E6%98%AF%E5%A9%9A%E5%A7%BB%23"" target=""_blank"">#AA制生活能不能算是婚姻#</a>？近日，有网友在“19楼”上吐槽：谈恋爱的时候都是AA制，结婚以后也是AA，交房租、停车费以及两个人自己的伙食费。孩子外婆带，今年我说该给我妈一个月一点钱，当作孩子的伙食费，他却不太同意，他说如果孩子给奶奶带，就不用给，搞得我很尴尬。其实我妈妈也没给我要孩子的伙食费，是我自己觉得该给了，虽然我们工资不多，挤一挤总是有的吧，然后我们大吵了一架。<br><br>我也从来没要求他上交工资，没怎么花他的钱，节日也很少主动给我买礼物，有的话也是我自己主动去要的，也都是不贵的，或者一起去吃饭。我真想不通为什么他要去隐瞒工资呢？他这个月绩效比较高，我就问他那这个月工资多少呢，他说六千多，其实是拿了七千多，以前都是五六千，他就把这个月工资到账短信偷偷删除了，我后来登陆他银行app才知道的，我就觉得挺不开心的。<br><br>昨天他说下个月工资肯定不多，因为绩效不高，我就故意说这个月绩效高也才六千。他还是不老实地说，至少是六千多啊，我真无语。一直闷闷不乐了半个多月，就这么不信任我，不把我当妻子吗？我每个月的工资是固定的，他也都知道。结婚给我带来了什么，心凉……<br><br>这个帖子引发了网友的热议，不少网友回应，这种AA制生活根本不能算是婚姻，夫妻之间只有计算，没有信任。对比，大家怎么看？ <a href=""javascript:void(0);"" action-type=""fl_fold"">收起<i class=""wbicon"">d</i></a>
                </p>
                                                <!--card解析-->
<div node-type=""feed_list_media_prev"">
    <div class=""media media-piclist"" node-type=""fl_pic_list"" action-data=""uid=1314608344&amp;mid=5105231907525021&amp;pic_ids=001qXXGogy1hw0ek9cmcxj60u01mqwnr02"">
                                                            <ul class=""m1 h1 c1"">
                                                                                                                                    <li action-data=""uid=1314608344&amp;mid=5105231907525021&amp;pic_id=001qXXGogy1hw0ek9cmcxj60u01mqwnr02&amp;gif_url="" action-type=""fl_pics"" suda-data=""key=tblog_search_weibo&amp;value=weibo_ss_1_pic"">
                                            <img src=""https://wx1.sinaimg.cn/orj360/001qXXGogy1hw0ek9cmcxj60u01mqwnr02.jpg"" data-gifviedo="""">
                    
                    <i class=""picture-cover""></i><i class=""hoverMask""></i></li>
                                                </ul>
    </div>
</div>
<div node-type=""feed_list_media_disp"">
</div>


<!--/card解析-->
                            </div>
            ",1,6,23
