,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,评论地点,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
36,5081757667299294,5257157053,2024-09-23 13:26:22,宋佳可真的很优秀实力派演员,5081758829380930,0,0,宋佳可真的很优秀实力派演员,来自陕西,6425093041,吐个圆圆的泡泡,https://weibo.com/u/6425093041,超话主持人（杭州租房a阿道超话）,陪你吹吹风好嘛,山东,f,195,2325,77893,468,323,131,922
37,5081757667299294,5257157053,2024-09-23 13:26:21,这可真的非常的精彩特别的好看,5081758823613721,0,0,这可真的非常的精彩特别的好看,来自河南,6421961719,小旺仔福多多,https://weibo.com/u/6421961719,超话主持人（少年之名程潇a超话）,可爱的小吃货,山东,f,221,3075,78244,324,184,165,673
38,5081757667299294,5257157053,2024-09-23 13:26:20,这样的演技真的非常的好特别有共情力,5081758821518038,0,0,这样的演技真的非常的好特别有共情力,来自浙江,6423817841,你风生我水起,https://weibo.com/u/6423817841,超话小主持人（冯冯我好ml超话）,天天都要开心的过,辽宁,f,255,2715,88950,409,390,295,"1,094"
39,5081757667299294,5257157053,2024-09-23 13:26:19,超级喜欢宋佳演的这部精彩的剧了,5081758817063932,0,0,超级喜欢宋佳演的这部精彩的剧了,来自浙江,6423116482,慧慧的小薯条,https://weibo.com/u/6423116482,超话小主持人（冯冯我好ml超话）,等待爱情的到来,辽宁,f,227,2637,88921,390,387,375,"1,152"
40,5081757667299294,5257157053,2024-09-23 13:26:14,他们的实力不容小觑,5081758796352329,0,0,他们的实力不容小觑,来自辽宁,7833442014,你啰嗦了啰嗦,https://weibo.com/u/7833442014,,享受快乐时光的一些证据,其他,f,151,1093,19784,245,33,71,349
41,5081757667299294,5257157053,2024-09-23 13:25:58,"小花老师的演技还是很厉害的<img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" />",5081758729767993,0,0,小花老师的演技还是很厉害的[开学季],来自北京,6248863596,阿巴阿巴cool,https://weibo.com/u/6248863596,,,其他,f,10125,1196,15662,181,237,470,888
42,5081757667299294,5257157053,2024-09-23 13:25:40,我只能说宋佳也太全面了,5081758654008311,0,0,我只能说宋佳也太全面了,来自河北,7723670421,土豆大瑶瑶,https://weibo.com/u/7723670421,超话小主持人（笑清风笑烟雨超话）,但行好事，莫问前程,河北,f,382,975,101339,738,"1,496",815,"3,049"
43,5081757667299294,5257157053,2024-09-23 13:25:24,"真的太喜欢宋佳女神了，实力演员。<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",5081758591091710,0,0,真的太喜欢宋佳女神了，实力演员。[good],来自河北,7742921103,浪漫的土耳其1,https://weibo.com/u/7742921103,,生命不息奋斗不止,其他,f,238,1594,21795,136,52,95,283
44,5081757667299294,5257157053,2024-09-23 13:25:23,"实力派演员毋庸置疑<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",5081758585848233,0,0,实力派演员毋庸置疑[赞],来自河南,6109656139,弱水三千额只取一瓢,https://weibo.com/u/6109656139,,,重庆 沙坪坝区,f,844,3175,178199,650,"1,002","1,112","2,764"
45,5081757667299294,5257157053,2024-09-23 13:25:06,每个角色都被她演绎的很精彩,5081758510879762,0,0,每个角色都被她演绎的很精彩,来自河南,7766471718,每刻都要当做永恒,https://weibo.com/u/7766471718,,,河南 南阳,f,149,1421,30824,229,348,207,784
46,5081757667299294,5257157053,2024-09-23 13:25:00,宋佳的演技真的太好了,5081758486237909,0,1,宋佳的演技真的太好了,来自福建,2951271772,兔_尾巴带兜,https://weibo.com/u/2951271772,闽清双棱纸业有限公司 文员,,福建,f,606,4285,87202,704,"1,018",588,"2,310"
47,5081757667299294,5257157053,2024-09-23 14:32:25,"<a href=""//s.weibo.com/weibo?q=%23360%E8%A1%8C%20%E8%A1%8C%E8%A1%8C%E6%9C%89%E5%AE%8B%E4%BD%B3%23"" target=""_blank"">#360行 行行有宋佳#</a>这人格魅力，想当精彩",5081775449838192,0,0,#360行 行行有宋佳#这人格魅力，想当精彩,来自贵州,7914636084,我的Guess男神,https://weibo.com/u/7914636084,,,其他,m,16,115,463,4,6,5,15
48,5081757667299294,5257157053,2024-09-23 13:55:38,我已经被宋佳的演技感染到了,5081766194317089,0,0,我已经被宋佳的演技感染到了,来自北京,5192170765,开心快乐的玉玉,https://weibo.com/u/5192170765,,做快乐开心的自己,北京 东城区,f,125,619,10662,172,152,74,398
49,5081757667299294,5257157053,2024-09-23 13:52:09,喜欢宋佳的演绎太有实力了,5081765317971534,0,0,喜欢宋佳的演绎太有实力了,来自北京,7837468939,是不是我的森,https://weibo.com/u/7837468939,,从头再来,山东,f,160,965,23456,283,"1,222",320,"1,825"
50,5081757667299294,5257157053,2024-09-23 13:43:08,宋佳的演技太厉害了，太上头了,5081763047278772,0,0,宋佳的演技太厉害了，太上头了,来自北京,7370965917,第6森,https://weibo.com/u/7370965917,,,北京,f,1286,2194,36395,365,102,240,707
51,5081757667299294,5257157053,2024-09-23 13:36:51,宋佳在《山花烂漫时》中将张桂梅老师演绎得淋漓尽致，演技细腻动人，令人敬佩！,5081761468385459,0,0,宋佳在《山花烂漫时》中将张桂梅老师演绎得淋漓尽致，演技细腻动人，令人敬佩！,来自福建,5290857420,康萌洛,https://weibo.com/u/5290857420,,走在一起是缘分，能走下去是幸福,福建 厦门,f,251,2753,17778,137,7,184,328
52,5081757667299294,5257157053,2024-09-23 13:36:47,宋佳可塑性太高了，绝了,5081761455538232,0,0,宋佳可塑性太高了，绝了,来自广东,7892967598,清新草奶昔,https://weibo.com/u/7892967598,,,其他,m,327,255,14148,176,44,92,312
53,5081757667299294,5257157053,2024-09-23 13:35:50,这节目真的不错 好喜欢啊！,5081761212796678,0,0,这节目真的不错 好喜欢啊！,来自湖北,5657121372,殄殇love,https://weibo.com/u/5657121372,,,江苏 南京,m,469,1251,22133,,,,
54,5081757667299294,5257157053,2024-09-23 13:35:43,细节抓的也到位,5081761180814945,0,0,细节抓的也到位,来自广西,6163862095,甜品小圆圆,https://weibo.com/u/6163862095,,,广西 桂林,f,190,1591,121040,411,561,295,"1,267"
55,5081757667299294,5257157053,2024-09-23 13:35:40,太精彩了真心不错,5081761172423030,0,0,太精彩了真心不错,来自湖北,2286713473,我就是喜欢漫漫,https://weibo.com/u/2286713473,,,河北,m,326,1065,35905,"12,430",116,259,"12,805"
56,5081757667299294,5257157053,2024-09-23 13:35:38,一直都很喜欢宋佳姐姐,5081761161414321,0,0,一直都很喜欢宋佳姐姐,来自河北,7737693589,荣荣与凯凯,https://weibo.com/u/7737693589,,渔民真自由呀,河北 唐山,f,536,1989,38402,"12,478",224,598,"13,300"
57,5081757667299294,5257157053,2024-09-23 13:35:36,不得不说就是满满的感动,5081761157743026,0,0,不得不说就是满满的感动,来自山西,7439262944,ctll-,https://weibo.com/u/7439262944,,善待别人就是爱自己的表现,新疆,f,1692,5353,186622,,,,
58,5081757667299294,5257157053,2024-09-23 13:35:29,1. 至暗时刻：打破传统，需要勇气。,5081761123668617,0,0,1. 至暗时刻：打破传统，需要勇气。,来自江西,2238261304,寒冰绵掌残粉,https://weibo.com/u/2238261304,,愿岁月温柔以待,黑龙江 鸡西,f,829,5396,42495,,,,
59,5081757667299294,5257157053,2024-09-23 13:35:25,宋佳在《山花烂漫时》中的表演让人深受感动，她对角色的演绎让人印象深刻,5081761105056431,0,0,宋佳在《山花烂漫时》中的表演让人深受感动，她对角色的演绎让人印象深刻,来自福建,7855007369,乐观开朗善良,https://weibo.com/u/7855007369,,每好的生活,福建 龙岩,f,803,4112,24437,276,300,182,758
60,5081757667299294,5257157053,2024-09-23 13:35:25,《山花烂漫时》里的张桂梅老师让人热泪盈眶，宋佳演绎得非常用心，她的表演让人感动,5081761107154273,0,0,《山花烂漫时》里的张桂梅老师让人热泪盈眶，宋佳演绎得非常用心，她的表演让人感动,来自广东,3357549902,櫻小盆友__elizabethkim,https://weibo.com/u/3357549902,,Hello Australia Adelaide goodbye South Korea. 世界最强钢铁碧女,海外 韩国,f,729,3650,25832,258,44,118,420
61,5081757667299294,5257157053,2024-09-23 13:35:25,《山花烂漫时》里的张桂梅老师温暖人心，宋佳的演技震撼人心。,5081761107152437,0,0,《山花烂漫时》里的张桂梅老师温暖人心，宋佳的演技震撼人心。,来自福建,7846848796,默默守护的人6,https://weibo.com/u/7846848796,,开心快乐每二天！,其他,m,1904,5518,57125,,,,
62,5081757667299294,5257157053,2024-09-23 13:35:25,我超级喜欢宋佳老师演的张桂梅老师，她真的好感人，让我对老师的工作有了全新的认识，加油老师！,5081761106628100,0,0,我超级喜欢宋佳老师演的张桂梅老师，她真的好感人，让我对老师的工作有了全新的认识，加油老师！,来自山东,5666415809,东由我会的3,https://weibo.com/u/5666415809,,开心😄哈哈哈,四川 乐山,f,705,3442,27256,,,,
63,5081757667299294,5257157053,2024-09-23 13:35:24,张桂梅老师是一个很棒的老师，她的故事很鼓舞人心，宋佳演得太棒了！,5081761102695108,0,0,张桂梅老师是一个很棒的老师，她的故事很鼓舞人心，宋佳演得太棒了！,来自湖南,5442286176,北大燕园-,https://weibo.com/u/5442286176,,JILIDUEN,辽宁 朝阳,f,600,2263,7719,93,0,151,244
64,5081757667299294,5257157053,2024-09-23 13:35:24,宋佳用心演绎张桂梅老师，展现出真实、动人的人物形象,5081761102694216,0,0,宋佳用心演绎张桂梅老师，展现出真实、动人的人物形象,来自浙江,5766911966,HUOL1ANG,https://weibo.com/u/5766911966,,临行一笔千秋生✍🏻,甘肃,m,837,1594,9282,105,9,181,295
65,5081757667299294,5257157053,2024-09-23 13:35:24,宋佳在《山花烂漫时》中的演技非常感人，对张桂梅老师的塑造让人印象深刻,5081761103481665,0,0,宋佳在《山花烂漫时》中的演技非常感人，对张桂梅老师的塑造让人印象深刻,来自江苏,3163653941,BlackDay9409,https://weibo.com/u/3163653941,,I'm a fucking joke,其他,m,870,1741,8149,57,214,135,406
66,5081757667299294,5257157053,2024-09-23 13:35:23,《山花烂漫时》中宋佳的演技让人深受触动，很多人为之动容,5081761101119532,0,0,《山花烂漫时》中宋佳的演技让人深受触动，很多人为之动容,来自浙江,3479894232,L0L丹儿,https://weibo.com/u/3479894232,,真正的爱情 需要陪伴的！,广西 南宁,f,627,2179,13307,101,4,293,398
67,5081757667299294,5257157053,2024-09-23 13:35:24,演技在线，深刻感人。,5081761102432280,0,0,演技在线，深刻感人。,来自浙江,5371015868,小小心心大大梦,https://weibo.com/u/5371015868,,,其他,m,890,1989,7036,81,7,227,315
68,5081757667299294,5257157053,2024-09-23 13:35:23,"<a href=/n/宋佳演的张桂梅老师让我想起了自己的老师 usercard=""name=@宋佳演的张桂梅老师让我想起了自己的老师"">@宋佳演的张桂梅老师让我想起了自己的老师</a>，她真是太棒了！",5081761096667624,0,0,@宋佳演的张桂梅老师让我想起了自己的老师，她真是太棒了！,来自福建,5890567980,小伙伴的童年,https://weibo.com/u/5890567980,,努力加油实现梦想就一步一步走出来的,福建 龙岩,f,874,4791,42289,375,118,271,764
69,5081757667299294,5257157053,2024-09-23 13:35:23,演绎《山花烂漫时》里的张桂梅老师，宋佳真情演绎，展现了老教师的魅力和情感,5081761096667538,0,0,演绎《山花烂漫时》里的张桂梅老师，宋佳真情演绎，展现了老教师的魅力和情感,来自山东,1570003281,止水浮身,https://weibo.com/u/1570003281,,渐行渐远,湖北 鄂州,m,1211,4158,38618,,,,
70,5081757667299294,5257157053,2024-09-23 13:35:23,宋佳在《山花烂漫时》中的表演太让人感动了,5081761098765576,0,0,宋佳在《山花烂漫时》中的表演太让人感动了,来自广东,3275765212,上野圭助,https://weibo.com/u/3275765212,,,海外 日本,m,699,4120,55135,,,,
71,5081757667299294,5257157053,2024-09-23 13:35:21,好喜欢宋佳的演绎风格呀,5081761094565996,0,0,好喜欢宋佳的演绎风格呀,来自北京,7897990409,甜甜的美美心心,https://weibo.com/u/7897990409,,,其他,f,134,577,11343,183,113,255,551
72,5081757667299294,5257157053,2024-09-23 13:35:21,宋佳在《山花烂漫时》中的表演太感人了,5081761088279795,0,0,宋佳在《山花烂漫时》中的表演太感人了,来自广西,2581886644,gogo糖果-,https://weibo.com/u/2581886644,,,浙江 宁波,f,249,3528,40756,,,,
73,5081757667299294,5257157053,2024-09-23 13:35:21,宋佳刻画角色用心，感动观众,5081761088277403,0,0,宋佳刻画角色用心，感动观众,来自安徽,1932782734,salie6629,https://weibo.com/u/1932782734,,,海外 泰国,f,146,2416,25086,227,35,154,416
74,5081757667299294,5257157053,2024-09-23 13:35:21,节目特别棒 太精彩了,5081761090376070,0,0,节目特别棒 太精彩了,来自湖北,2125923135,平淡无奇才是真日久天长方可取,https://weibo.com/u/2125923135,,人生就是该去奋斗！,福建 福州,m,497,1421,24086,,,,
75,5081757667299294,5257157053,2024-09-23 13:35:19,最近的综艺节目都不错 太给力了,5081761081984582,0,0,最近的综艺节目都不错 太给力了,来自广西,5767551058,幸福快乐小橘子,https://weibo.com/u/5767551058,,人之初性本善 幸福快乐小宝宝,广东,f,1162,689,4228,"12,351",2,65,"12,418"
76,5081757667299294,5257157053,2024-09-23 13:35:10,节目特别棒 太精彩了,5081761046332065,0,0,节目特别棒 太精彩了,来自湖北,2434228163,唔小言,https://weibo.com/u/2434228163,,,福建 三明,f,523,1545,31132,,,,
77,5081757667299294,5257157053,2024-09-23 13:35:10,现在的综艺节目越来越好看了,5081761045023507,0,0,现在的综艺节目越来越好看了,来自湖北,2176817325,小迪哥哥诶,https://weibo.com/u/2176817325,,,山东,f,432,1412,25613,,,,
78,5081757667299294,5257157053,2024-09-23 13:35:09,为宋佳演技点赞，表演真实且投入，呈现了角色的内心世界，值得一看再看。,5081761040567536,0,0,为宋佳演技点赞，表演真实且投入，呈现了角色的内心世界，值得一看再看。,来自辽宁,1923981487,卷卷爱野野,https://weibo.com/u/1923981487,,,辽宁 沈阳,f,330,3206,25059,96,9,194,299
79,5081757667299294,5257157053,2024-09-23 13:35:08,好演员就是能塑造各种精彩角色！,5081761036634502,0,0,好演员就是能塑造各种精彩角色！,来自安徽,2319577003,潇1999-2012,https://weibo.com/u/2319577003,,居安思危！,北京 海淀区,f,1821,2806,26888,,,,
80,5081757667299294,5257157053,2024-09-23 13:35:07,太惊艳了！宋佳完全把握住了角色的精髓，让人仿佛亲眼见到了那位伟大的老师张桂梅,5081761031655754,0,0,太惊艳了！宋佳完全把握住了角色的精髓，让人仿佛亲眼见到了那位伟大的老师张桂梅,来自江苏,2875865600,春日恋歌mk,https://weibo.com/u/2875865600,,不是真比别人强，但是你必须“觉得”你比别人强。,河南,m,674,2871,24930,,,,
81,5081757667299294,5257157053,2024-09-23 13:35:05,​,5081761023528878,0,0,​,来自安徽,3504970712,L小L东L,https://weibo.com/u/3504970712,,,广东 广州,m,493,2517,19166,46,10,187,243
