,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5125586030170833,7547013850,2025-01-22 20:11:32,真好看,来自黑龙江,5125709728843081,0,2,真好看,7880289765,好想变成一只鸟o,https://weibo.com/u/7880289765,娱乐博主 超话粉丝钻咖（博君一肖超话） 微博剪辑视频博主,有事请先sx沟通，禁单曲，可互移，单曲lh,其他,f,1239,1435,6211,"98,958",705,"102,323","201,986"
1,5125586030170833,7547013850,2025-01-22 17:21:17,"好漂亮<img alt=""[兔子]"" title=""[兔子]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c6/2018new_tuzi_org.png"" />",来自天津,5125666878264001,0,2,好漂亮[兔子],1895410337,一颗芳糖,https://weibo.com/u/1895410337,超话粉丝大咖（罗云熙超话） 微博剪辑视频博主,生活在于创意，步伐一致的人，永远不会走散 ⚠️单曲一律按列表拉黑,天津 河东区,f,14952,3482,10495,"89,524","1,190","79,574","170,288"
2,5125586030170833,7547013850,2025-01-22 17:13:27,好好看呀,来自吉林,5125664906942242,0,2,好好看呀,2848251227,乘锋破浪AD,https://weibo.com/u/2848251227,超话粉丝大咖（阳光信用超话）,努力拼搏  奋勇向上   为自己扬帆  为明天喝彩,浙江,f,2685,2654,1040,"36,541",255,"27,330","64,126"
3,5125586030170833,7547013850,2025-01-22 15:01:47,好看好看,来自湖北,5125631771941320,0,2,好看好看,7786983972,Always-guard-淇淇,https://weibo.com/u/7786983972,娱乐博主 超话粉丝大咖（成毅超话） 微博原创视频博主,素材来源于网络（侵删），唯爱成毅（养浩中），如发现单曲拉黑,其他,f,25329,7093,13694,"1,927,618","188,788","246,575","2,362,981"
4,5125586030170833,7547013850,2025-01-22 23:21:32,好看好看,来自河南,5125757540240080,0,1,好看好看,7783916531,叫我王爷好了,https://weibo.com/u/7783916531,微博原创视频博主,叫我王爷好了,河南,m,245158,4576,5186,"237,925","14,945","572,306","825,176"
5,5125586030170833,7547013850,2025-01-22 20:08:35,好看好看,来自湖南,5125708987236654,0,1,好看好看,5619163506,月下独酌_伊人醉,https://weibo.com/u/5619163506,娱乐博主 超话创作官（博君一肖超话） 微博原创视频博主,博肖唯，阳光600+以上的大号  🈲入赘🈲小浩 🈲女化🈲多担,其他,f,13074,2437,11408,"290,381","12,101","122,578","425,060"
6,5125586030170833,7547013850,2025-01-22 20:02:01,好好看,来自山东,5125707334418767,0,1,好好看,7917054622,花卷更新中,https://weibo.com/u/7917054622,情感博主 微博剪辑视频博主,可互关可养铁，🚫快🧱，取关sx，单曲进小黑屋，如未及时回关请sx,其他,f,1785,889,2130,"61,352",148,"68,637","130,137"
7,5125586030170833,7547013850,2025-01-22 18:38:43,"确实好看<img alt=""[给你小心心]"" title=""[给你小心心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ca/qixi2018_xiaoxinxin_org.png"" />",来自黑龙江,5125686364739499,0,1,确实好看[给你小心心],7716044141,提拉米蘇吖_,https://weibo.com/u/7716044141,天津迁渡装饰工程有限公司 室内设计师 情感博主 超话创作官（早安超话） 微博原创视频博主,感情，是人内心的各种的感觉、思想和行为的一种综合的心理和生理状态，是对外界刺激所产生的心理反应，以及附带的生理反应。,天津,f,122089,3601,2792,"110,324","4,524","135,637","250,485"
8,5125586030170833,7547013850,2025-01-22 18:10:02,"很好看哦<img alt=""[吃馕]"" title=""[吃馕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a6/2023_Nang_org.png"" /><img alt=""[吃馕]"" title=""[吃馕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a6/2023_Nang_org.png"" />",来自湖北,5125679147911426,0,1,很好看哦[吃馕][吃馕],2704467660,沧浪之苑,https://weibo.com/u/2704467660,旅游博主 微博原创视频博主,-发现美好，分享美好，记录生活                          -放逐于蓝天白云，流连于青山绿水,湖北 十堰,m,123050,11300,4122,"186,498","12,081","248,086","446,665"
9,5125586030170833,7547013850,2025-01-22 18:01:35,好看,来自江苏,5125677022710597,0,1,好看,2574713997,墙头草酷酷,https://weibo.com/u/2574713997,娱乐博主 超话粉丝大咖（财神保佑超话） 微博原创视频博主,🍚⭕️只想和平相处😞😒请专注自家，不挑事但也不怕事 本博所有视频均以安利为主，🈲以🈺利用，若侵请告知必删,其他,f,108688,3470,4103,"162,832","4,017","162,642","329,491"
