,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5128963544846531,5779218455,2025-01-31 21:04:48,这电影好看吗？？,来自四川,5128984620177948,1,0,这电影好看吗？？,2145258394,苏婠夕,https://weibo.com/u/2145258394,娱乐博主 微博原创视频博主,所有视频皆来自网络！侵权，删！《承接，推广，跟热，代发》,四川,f,440556,2641,23365,"540,565","138,185","4,029,330","4,708,080"
1,5128963544846531,5779218455,2025-01-31 21:37:54,你也太优秀了，永远支持你,来自四川,5128992952681960,0,1,你也太优秀了，永远支持你,2080298957,人间美好_,https://weibo.com/u/2080298957,娱乐博主 微博原创视频博主,每天更新电视剧集，知道名字的麻烦点赞评论电视剧名！  微博视频太长不会爆，所以更的短的求求别举报！！！给博文点赞的都发大财！,四川,f,231992,2064,25382,"391,267","67,148","2,945,985","3,404,400"
2,5128963544846531,5779218455,2025-01-31 21:43:17,你真的是人才,来自广东,5128994307446051,0,0,你真的是人才,7501766636,蓝若相夕,https://weibo.com/u/7501766636,体育博主 微博原创视频博主,一个不爱运动爱体育的女孩，分享体育资讯，传递体育正能量！,广东,f,146890,2152,9181,"102,726","23,148","733,732","859,606"
3,5128963544846531,5779218455,2025-01-31 21:31:01,内容不错 精彩,来自山东,5128991222006554,0,0,内容不错 精彩,5019588829,星眠曲-,https://weibo.com/u/5019588829,美妆博主 超话粉丝钻咖（宋威龙超话） 微博剪辑视频博主,让生活变成你希望的样子,山东,f,412649,5496,24933,"642,467","313,493","849,786","1,805,746"
4,5128963544846531,5779218455,2025-01-31 21:09:45,太给力了  太赞了,来自甘肃,5128985866670008,0,0,太给力了  太赞了,5716177894,Mr-马艺,https://weibo.com/u/5716177894,娱乐博主,喜欢综艺，爱追剧的叔叔一枚,上海,m,105083,448,26293,"618,133","95,726","5,334,198","6,048,057"
5,5128963544846531,5779218455,2025-01-31 21:06:06,好看好看,来自天津,5128984952046315,0,0,好看好看,5300157816,新智KK,https://weibo.com/u/5300157816,汽车博主 微博原创视频博主,宝宝们，合作+xinzhikeji008。,北京,m,424756,7033,7879,"167,261","26,912","697,587","891,760"
6,5128963544846531,5779218455,2025-01-31 20:58:38,"职业女性<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自黑龙江,5128983066970513,0,0,职业女性[打call][打call][打call],5671262076,枫哥网事,https://weibo.com/u/5671262076,娱乐博主 微博原创视频博主,投稿 、推广 、直接私信 。信息来源：网友投稿以及网络 ，如有侵权请私信删除。,黑龙江,m,115272,883,7616,"89,144","4,643","309,588","403,375"
7,5128963544846531,5779218455,2025-01-31 20:46:02,太给力了  太赞了,来自四川,5128979898437203,0,1,太给力了  太赞了,2976305763,丫丫快快乐乐,https://weibo.com/u/2976305763,,,北京 东城区,f,115,182,2054,124,581,"1,641","2,346"
8,5128963544846531,5779218455,2025-01-31 21:21:10,很精彩，确实不错,来自四川,5128988737669828,0,0,很精彩，确实不错,6636982976,魔法二丫,https://weibo.com/u/6636982976,,再长的路，一步步也能走完，再短的路，不迈开双脚也无法到达。,其他,f,13213,1404,7914,"8,048",667,"22,642","31,357"
9,5128963544846531,5779218455,2025-01-31 21:04:33,每天开心快乐,来自四川,5128984557786041,0,0,每天开心快乐,6436936835,美啦美啦每一天,https://weibo.com/u/6436936835,,豆豆专注美妆好物分享，医美护肤，欢迎投稿咨询❤️❤️,四川,f,12978,3428,20785,"43,717","16,581","73,717","134,015"
10,5128963544846531,5779218455,2025-01-31 20:56:37,太喜欢了,来自四川,5128982561036786,0,0,太喜欢了,5986205517,敲动你的心灵,https://weibo.com/u/5986205517,,用最柔软的语言，敲动你沉睡的心灵，让我们一起加油吧😘😘❤❤,吉林,f,1229,424,2868,694,3,132,829
11,5128963544846531,5779218455,2025-01-31 20:49:07,感谢🙏🏻博主分享,来自四川,5128980674644183,0,0,感谢🙏🏻博主分享,7842335383,开心快乐的每天哇,https://weibo.com/u/7842335383,,,四川 成都,f,66,195,3056,46,1,55,102
12,5128963544846531,5779218455,2025-03-20 22:21:19,"看吧，傻傻的才能当老板娘，太能干的只能打工<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5146398496654135,0,10,看吧，傻傻的才能当老板娘，太能干的只能打工[允悲],5460985388,我的沉默振耳欲聋,https://weibo.com/u/5460985388,,,广东 茂名,f,19,63,336,0,0,138,138
13,5128963544846531,5779218455,2025-03-20 08:04:08,什么电影呀,来自广东,5146182775211138,2,0,什么电影呀,1828763390,swim_短发ing,https://weibo.com/u/1828763390,,生活在于发现新事物····,广东 广州,f,443,587,1112,598,208,48,854
14,5128963544846531,5779218455,2025-03-27 10:51:41,也算是正面的例子！,来自安徽,5148761659541745,0,0,也算是正面的例子！,2519929382,悠然商业文案培训,https://weibo.com/u/2519929382,,营销文案培训，请加wl17201598068 商业文案讲师、新媒体专业副教授,安徽,f,78716,1171,12313,"33,152","13,373","58,992","105,517"
15,5128963544846531,5779218455,2025-03-31 23:19:10,"情商呀，学不到一点儿<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5150399318726868,0,0,情商呀，学不到一点儿[允悲],1844753535,時間没發覚,https://weibo.com/u/1844753535,,为了情怀,广东 广州,f,151,599,1761,428,851,766,"2,045"
16,5128963544846531,5779218455,2025-03-28 12:04:59,"这演员谁呀，好面熟，啥电影啊，演的好真实<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自浙江,5149142490546950,0,0,这演员谁呀，好面熟，啥电影啊，演的好真实[嘻嘻],7917546540,晶莹剔透雪媚娘3,https://weibo.com/u/7917546540,,2020过来人,其他,f,10,475,1205,22,26,101,149
17,5128963544846531,5779218455,2025-03-28 07:43:04,傻子才感觉不出情绪价值过了,来自美国,5149076577583490,0,0,傻子才感觉不出情绪价值过了,1878156795,思嘉丽JIAHUI,https://weibo.com/u/1878156795,,保持一颗年轻的心对待生活和学习；学会温柔，荣辱不惊，谦卑低调做人，多做事，少说话。。。,海外,f,157,184,1324,635,113,670,"1,418"
18,5128963544846531,5779218455,2025-01-31 21:26:35,多发爱看,来自山东,5128990102129781,0,0,多发爱看,5614909662,小久体育,https://weibo.com/u/5614909662,体育博主,平安喜乐 万事胜意,其他,m,18285,8703,7504,"47,526","4,662","162,035","214,223"
