,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5143313754096374,6121607501,2025-03-12 20:41:41,"晚上好<img alt=""[求关注]"" title=""[求关注]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ac/lxhqiuguanzhu_org.gif"" />",来自安徽,5143474321228731,0,0,晚上好[求关注],5194160678,情感and治愈,https://weibo.com/u/5194160678,体育博主 微博剪辑视频博主,和这个世界友好相处，活在当下，珍惜眼前人，用慧眼去发现生命中的美好事物吧！,其他,f,37943,6961,1107,"25,701",37,"13,273","39,011"
1,5143313754096374,6121607501,2025-03-12 20:23:10,感谢分享,来自辽宁,5143469656115543,0,0,感谢分享,7841771933,咿情自如,https://weibo.com/u/7841771933,体育博主 微博剪辑视频博主,,辽宁,m,332819,3024,4803,,,,
2,5143313754096374,6121607501,2025-03-12 20:17:06,长得这么好看,来自广西,5143468133843126,0,0,长得这么好看,7825065844,渺渺兮亓怀,https://weibo.com/u/7825065844,游戏博主 超话粉丝大咖（每日一善超话） 微博原创视频博主,视频、图片来源网络，侵删（发游戏比较多，介意互移）不接单！,浙江,f,117529,2978,14808,"237,683","8,125","299,370","545,178"
3,5143313754096374,6121607501,2025-03-12 20:10:50,感谢分享,来自辽宁,5143466552070832,0,0,感谢分享,7761149305,萧萧娱慕雨,https://weibo.com/u/7761149305,体育博主,,辽宁,m,236914,3099,6390,"67,321","5,769","262,129","335,219"
4,5143313754096374,6121607501,2025-03-12 20:10:03,"谢谢分享，晚上好呀<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />",来自安徽,5143466356508956,0,0,谢谢分享，晚上好呀[抱一抱],5815301506,初醒的蜗牛,https://weibo.com/u/5815301506,体育博主 微博原创视频博主,视频图片来自网络，侵权私信删除,重庆,f,69423,17843,13876,"259,628","8,724","370,443","638,795"
5,5143313754096374,6121607501,2025-03-12 20:07:49,"这真的太棒了<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自山东,5143465792901586,0,0,这真的太棒了[打call],7853711137,蜡笔小來_,https://weibo.com/u/7853711137,体育博主,未来怎样 交给时间,四川,f,33232,3026,3166,"114,484","1,041,585","107,719","1,263,788"
6,5143313754096374,6121607501,2025-03-12 19:57:02,博主喜欢甄嬛传,来自山西,5143463080757689,0,0,博主喜欢甄嬛传,7084401351,钮祜禄海兰,https://weibo.com/u/7084401351,娱乐博主 超话主持人（钮祜禄海兰超话） 微博原创视频博主,单条微博阅读量最高曾突破260万💕💞💓   是一个喜欢看电视剧和综艺的博主,其他,f,19276,2710,2239,"20,948",583,"40,380","61,911"
7,5143313754096374,6121607501,2025-03-12 19:56:16,真的很好呀,来自河南,5143462887820539,0,0,真的很好呀,7845029602,看甜文的圆圆,https://weibo.com/u/7845029602,游戏博主 超话创作官（贪吃蛇大作战超话）,线上流浪的种菜博主(求微博好好养我),其他,f,70805,1876,1203,"126,782","7,635","88,928","223,345"
8,5143313754096374,6121607501,2025-03-12 19:51:18,好棒好棒啊,来自江苏,5143461637394425,0,0,好棒好棒啊,6350731531,一可的梅丽号,https://weibo.com/u/6350731531,动漫博主,有事心不乱，无事心可慢，言且慢，心且善,云南,f,87591,2123,5327,"170,830","14,751","106,032","291,613"
9,5143313754096374,6121607501,2025-03-12 19:50:14,愿你目之所及皆为欢喜～,来自辽宁,5143461368696489,0,0,愿你目之所及皆为欢喜～,2423515737,暖被窝的暖by,https://weibo.com/u/2423515737,娱乐博主 微博原创视频博主,评论美三代，点赞富一生～🤗,辽宁,f,19680,7918,7720,"227,970","128,701","336,632","693,303"
