,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5150412344925764,5468610154,2025-04-01 18:23:14,"坚持更新、保持出摊<img alt=""[酷]"" title=""[酷]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c4/2018new_ku_org.png"" />",来自北京,5150687231218035,1,1,坚持更新、保持出摊[酷],7786342790,蛋壳说星座,https://weibo.com/u/7786342790,微博原创视频博主,10年占星疗愈咨询师 | 星座达人 | 音乐人 | 娃爸,北京,m,127656,53,1977,"6,219","3,902","42,909","53,030"
