,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5106371385363799,2171301395,2024-11-30 12:47:16,"找个裴勇俊的看看<img alt=""[阴险]"" title=""[阴险]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9e/2018new_yinxian_org.png"" />",来自天津,5106391364669328,2,0,找个裴勇俊的看看[阴险],1957399424,宏律在北京,https://weibo.com/u/1957399424,C9匆匆而过，一位保持初心精益求精的律师👍,北京 朝阳区,m,627,371,1496,"1,501",47,"1,129","2,677",
1,5106371385363799,2171301395,2024-11-30 13:31:11,蚊子还好吧，白天不多,来自北京,5106402421112835,1,0,蚊子还好吧，白天不多,1948824647,牛马法师,https://weibo.com/u/1948824647,公司律师/法务,北京 海淀区,m,1888,856,474,"2,486",239,"3,922","6,647",
2,5106371385363799,2171301395,2024-11-30 15:01:23,"喷点防蚊水<img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" /><img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" /><img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" />",来自山西,5106425118329780,1,0,喷点防蚊水[偷笑][偷笑][偷笑],1147985885,IZhongduwei007,https://weibo.com/u/1147985885,打铁的,西藏,m,703,5169,12039,"1,031",467,"1,655","3,153",
3,5106371385363799,2171301395,2024-11-30 11:37:43,"穿普拉达的女王说：“你觉得你穿的这件衣服是你自己选择的，以为你的选择是在时尚产业之外，其实不然，你穿的衣服实际上就是这间屋子里的人，替你选的。”这两天我刚巧看了关于全职主妇的讨论，想起张桂梅的学生，又想起上面这一段。<img alt=""[并不简单]"" title=""[并不简单]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_bingbujiandan_org.png"" />",来自广西,5106373862100341,1,0,穿普拉达的女王说：“你觉得你穿的这件衣服是你自己选择的，以为你的选择是在时尚产业之外，其实不然，你穿的衣服实际上就是这间屋子里的人，替你选的。”这两天我刚巧看了关于全职主妇的讨论，想起张桂梅的学生，又想起上面这一段。[并不简单],2114544322,angel_qen,https://weibo.com/u/2114544322,,广西 南宁,f,178,470,452,161,17,118,296,
4,5106371385363799,2171301395,2024-11-30 12:06:48,回归家庭容易，回社会难，除非背景财力雄厚,来自湖北,5106381179063660,1,0,回归家庭容易，回社会难，除非背景财力雄厚,1400613107,写错的grisson,https://weibo.com/u/1400613107,害怕的人永远学不到东西,湖北 武汉,f,474,1031,8620,"2,465",161,"1,757","4,383",
5,5106371385363799,2171301395,2024-11-30 12:05:18,这剧并不职场，关于律师出场的戏份总觉得怪怪的,来自河南,5106380804197065,1,0,这剧并不职场，关于律师出场的戏份总觉得怪怪的,7828976189,律途的花样,https://weibo.com/u/7828976189,,北京 东城区,f,37,429,550,78,12,292,382,
6,5106371385363799,2171301395,2024-12-01 10:24:51,"鲜少有人问男人事业上升期要不要回归家庭。也很少有HR在面试时问男人需要怎么平衡家庭和工作<img alt=""[裂开]"" title=""[裂开]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"" />",来自广东,5106717916922432,1,0,鲜少有人问男人事业上升期要不要回归家庭。也很少有HR在面试时问男人需要怎么平衡家庭和工作[裂开],2198983274,树上海棠花开,https://weibo.com/u/2198983274,Don't know why,广东 深圳,f,168,146,2081,304,54,64,422,
7,5106371385363799,2171301395,2024-11-30 13:24:07,回归家庭容易，再就业有时候难啊。,来自河南,5106400641942248,1,0,回归家庭容易，再就业有时候难啊。,7118036843,时来运转288,https://weibo.com/u/7118036843,,河南,f,14,44,1,0,0,0,0,
8,5106371385363799,2171301395,2024-11-30 23:58:31,"那这个俺得出来认领一下了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />这部剧的小说版权是俺的。但是改编的也很好，有荣与焉<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自北京,5106560291049944,1,0,那这个俺得出来认领一下了[允悲][允悲]这部剧的小说版权是俺的。但是改编的也很好，有荣与焉[打call][打call][打call],1597241372,姬流觞,https://weibo.com/u/1597241372,躲在故事里看浮生。,北京 东城区,f,176611,1173,20278,"65,900","134,271","106,917","307,088",畅销小说作家
9,5106371385363799,2171301395,2024-11-30 11:51:57,国产电视剧要是古装剧的话我就爱看《庆余年》的第一季和第二季,来自北京,5106377447703106,1,0,国产电视剧要是古装剧的话我就爱看《庆余年》的第一季和第二季,7557329472,法庭上的独行侠2021112,https://weibo.com/u/7557329472,"说实话,办实事,脊梁不弯",北京 朝阳区,f,29,4869,5837,568,27,280,875,
