,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4748886860630104,5730706770,2022-03-20 08:50:35,"哈哈哈哈<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",4749017366397864,1,0,哈哈哈哈[允悲],6354313705,Golventan,https://weibo.com/u/6354313705,微博原创视频博主,一个主唱🎤/🎸工科硕士在读 dy : PunkTan,辽宁 沈阳,m,4923,287,493,"10,734",133,"50,374","61,241"
1,4748886860630104,5730706770,2022-03-20 00:30:15,在我怀里,4748891452605946,1,0,在我怀里,6605510556,only1onebabe,https://weibo.com/u/6605510556,,不是唯一的话就算了吧,海外,f,55,75,159,493,0,467,960
2,4748886860630104,5730706770,2022-03-20 13:15:19,"这是歌啊<img alt=""[汗]"" title=""[汗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/2018new_han_org.png"" />",4749083988987494,0,0,这是歌啊[汗],1192343950,空谛413,https://weibo.com/u/1192343950,,不要期待，不要假想，不要强求，顺其自然，如果注定，便一定会发生。,辽宁 丹东,m,2473,600,1801,"4,798",378,439,"5,615"
