,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5141250295727926,1802505394,2025-03-07 01:37:21,他真的很难得，感觉大部分的歌手走红后都是豪宅名车，纸醉金迷，换漂亮女人，他好像就很淡然。这种纯粹真是独一份,来自陕西,5141374400463033,17,139,他真的很难得，感觉大部分的歌手走红后都是豪宅名车，纸醉金迷，换漂亮女人，他好像就很淡然。这种纯粹真是独一份,1839605253,AGGIE小66,https://weibo.com/u/1839605253,典型的双鱼女~~~,陕西 西安,f,717,480,4231,"13,316","1,987",235,"15,538",
1,5141250295727926,1802505394,2025-03-07 11:07:53,我唯一有一点点觉得很不舒适的是爱爱爱里在哪里记载第一个桃花贼…很不符合他…,来自山东,5141517975424515,9,2,我唯一有一点点觉得很不舒适的是爱爱爱里在哪里记载第一个桃花贼…很不符合他…,5188041690,虚构浪漫-,https://weibo.com/u/5188041690,要温柔，更要勇敢。,山东 青岛,f,473,414,1250,"3,886",117,"3,843","7,846",
2,5141250295727926,1802505394,2025-03-08 19:59:03,"理想太太那个采访我也是 听到男的说做饭 孝顺 贤惠这类的我<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" /> 但是方大同后面又说的那句话我真的诶 为什么那么多人等到他离开了才知道他的好<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自浙江,5142014035497212,5,4,理想太太那个采访我也是 听到男的说做饭 孝顺 贤惠这类的我[微笑] 但是方大同后面又说的那句话我真的诶 为什么那么多人等到他离开了才知道他的好[泪],7814986450,obbbbetter,https://weibo.com/u/7814986450,,其他,f,52,80,354,820,319,"3,890","5,029",
3,5141250295727926,1802505394,2025-03-08 23:04:42,他还写有一首歌《女人》很好听，歌词也很凸显对女性的尊重，而且凸显感情要专注，非常好的一首歌,来自广东,5142060761088219,2,4,他还写有一首歌《女人》很好听，歌词也很凸显对女性的尊重，而且凸显感情要专注，非常好的一首歌,6020756656,Sanny_96210,https://weibo.com/u/6020756656,,广东 深圳,f,43,258,1083,358,4,270,632,
4,5141250295727926,1802505394,2025-03-06 21:49:48,好赞同博主说的当人足够善良纯粹 且对生活中遇到的挫折保有积极正面的态度 是可以抵抗登化的 大同的为人真的很难得,来自广东,5141317130651791,1,45,好赞同博主说的当人足够善良纯粹 且对生活中遇到的挫折保有积极正面的态度 是可以抵抗登化的 大同的为人真的很难得,6467726127,RetroHuman,https://weibo.com/u/6467726127,摸摸我的小指吧,其他,f,15,127,1720,384,30,"1,053","1,467",
5,5141250295727926,1802505394,2025-03-07 07:50:39,当你再去了解他的作品的时候，你能听到昙花，一首摇滚作品献给一位认识的单身母亲，非常非常特别的blues rock。像王力宏悼念他，一个人的音乐有多好，取决他这个人有多好。到了才二十三，四十岁的男歌手回忆起过往时光，是这样清新雅致，不会有一丝登味的压迫感，就像他给人的感觉，一阵春风,来自广东,5141468340816675,0,52,当你再去了解他的作品的时候，你能听到昙花，一首摇滚作品献给一位认识的单身母亲，非常非常特别的blues rock。像王力宏悼念他，一个人的音乐有多好，取决他这个人有多好。到了才二十三，四十岁的男歌手回忆起过往时光，是这样清新雅致，不会有一丝登味的压迫感，就像他给人的感觉，一阵春风,7897943523,Runforthedoor,https://weibo.com/u/7897943523,他是一颗种子也是一朵花,其他,m,72,136,480,270,225,950,"1,445",
6,5141250295727926,1802505394,2025-03-06 22:41:16,写得好好，方大同就是这样一个尊重所有人的人。,来自山东,5141330083712514,0,42,写得好好，方大同就是这样一个尊重所有人的人。,7743051088,夹心-_-饼干,https://weibo.com/u/7743051088,,其他,f,7,232,149,6,0,8,14,
7,5141250295727926,1802505394,2025-03-06 18:31:44,"他这几年出儿童绘本什么的也在帮他妈妈完成心愿。他说原来他妈妈为了支持他的梦想放弃了自己的儿童教育教育事业，现在他也要帮他妈妈实现梦想。<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自湖南,5141267290522305,1,34,他这几年出儿童绘本什么的也在帮他妈妈完成心愿。他说原来他妈妈为了支持他的梦想放弃了自己的儿童教育教育事业，现在他也要帮他妈妈实现梦想。[泪],7186807008,我一点都不甜__,https://weibo.com/u/7186807008,我一点也不甜,浙江 杭州,m,69,366,1459,669,20,"2,329","3,018",
8,5141250295727926,1802505394,2025-03-07 13:06:51,过于纯粹的才子，用心提携负责任不管是音乐公司和图画绘本，生活工作的大小事都几乎认真完美，大同说过，从妈妈那里影响学来的其中一件事情就是，做好每一件事情，无论大小。唉，你真的完美到让我心碎。,来自广东,5141547913843145,1,23,过于纯粹的才子，用心提携负责任不管是音乐公司和图画绘本，生活工作的大小事都几乎认真完美，大同说过，从妈妈那里影响学来的其中一件事情就是，做好每一件事情，无论大小。唉，你真的完美到让我心碎。,1951046833,Gjae-kim,https://weibo.com/u/1951046833,此号不诈骗，只有一个。 华语年度最佳长痘达人、容易悲观主义者、碎碎念爱好者、手机亮屏显示日均1000次的网上冲浪爱好者、鱼类记忆者、,其他,f,1849,830,3184,"5,713","3,503","5,841","15,057",
9,5141250295727926,1802505394,2025-03-07 09:43:49,在这个嘈杂不堪的娱乐圈，他是个温润如玉的君子，若干年后，他留下的音乐和美德依旧会闪闪发光，大同，我们会一直想念你!,来自湖南,5141496818832165,0,35,在这个嘈杂不堪的娱乐圈，他是个温润如玉的君子，若干年后，他留下的音乐和美德依旧会闪闪发光，大同，我们会一直想念你!,1912425930,长生一剑客,https://weibo.com/u/1912425930,,湖南 长沙,m,265,2283,3,7,0,1,8,
