,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4741943240168570,2094769777,2022-02-28 21:14:26,"又一恐婚大作<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",4741956804548101,2,0,又一恐婚大作[嘻嘻],1864529755,头头1011,https://weibo.com/u/1864529755,冷暖自知。,四川,f,212,147,874,"1,785",70,300,"2,155"
