,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博
0,5156492643667433,7420044211,2025-04-17 20:47:01,"就是就是<img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" />",来自浙江,5156521622375659,0,0,就是就是[可爱],7773326846,猪猪熊三,https://weibo.com/u/7773326846,音乐博主 超话粉丝钻咖（LISA超话） 微博原创视频博主,镇魂｜lisa呀！你就是我的全部☺️,其他,m,16077,1430,2451
