,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155254590769220,5566634538,2025-04-14 11:35:29,笔试都考不过怎么教小孩子，难道按照性别降分录取？家长喜欢这样的老师？阳刚气十足,来自河南,5155295660868498,13,525,笔试都考不过怎么教小孩子，难道按照性别降分录取？家长喜欢这样的老师？阳刚气十足,6818472812,用户6818472812,https://weibo.com/u/6818472812,,其他,f,1,96,339,1,0,0,1
1,5155254590769220,5566634538,2025-04-14 09:44:14,看笔试考什么。,来自山西,5155267662578397,9,7,看笔试考什么。,1695638664,日暮东风,https://weibo.com/u/1695638664,,山西,m,791,1405,1829,334,284,214,832
2,5155254590769220,5566634538,2025-04-14 16:58:56,文科题太多，背不过,来自内蒙古,5155377058415669,5,3,文科题太多，背不过,5353073117,用户5353073117,https://weibo.com/u/5353073117,,其他,m,75,121,145,12,0,93,105
3,5155254590769220,5566634538,2025-04-14 09:04:43,同等职位会优先录取男老师，女性能力更强也会优先录取男性,来自重庆,5155257722601807,7,26,同等职位会优先录取男老师，女性能力更强也会优先录取男性,7334810095,春山槐55,https://weibo.com/u/7334810095,M8SSI is ♾️,其他,f,20,178,787,239,72,"1,571","1,882"
4,5155254590769220,5566634538,2025-04-14 13:25:45,别扯淡了，你去看看大学里男老师多还是女老师多，为什么，因为待遇好，中小学老师待遇差优秀男的根本就不去考，包括公务员，女的就算清北毕业的也会去考，男的不会去，为啥，因为不赚钱,来自河北,5155323410386841,0,79,别扯淡了，你去看看大学里男老师多还是女老师多，为什么，因为待遇好，中小学老师待遇差优秀男的根本就不去考，包括公务员，女的就算清北毕业的也会去考，男的不会去，为啥，因为不赚钱,1751333984,chenguang7445,https://weibo.com/u/1751333984,珍爱生命远离女人,河北,m,368,2460,279,74,19,343,436
5,5155254590769220,5566634538,2025-04-14 09:38:38,主要还是钱少,来自海南,5155266253818093,2,32,主要还是钱少,3285107213,财南海梦百万,https://weibo.com/u/3285107213,缘分小手点关注，相互捧场没难度！,海南 海口,f,613,1385,7149,415,80,"1,629","2,124"
6,5155254590769220,5566634538,2025-04-14 19:20:15,"但是只要笔试过了，面试大概率不会卡男生<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自河北,5155412622188051,1,31,但是只要笔试过了，面试大概率不会卡男生[笑cry],7011758430,兔爪出田,https://weibo.com/u/7011758430,2025！！！我来啦！！！！,河北,f,141,304,4972,"8,956",74,"1,414","10,444"
7,5155254590769220,5566634538,2025-04-14 19:28:45,数学考试就是高考题，考不过女生只能说学艺不精,来自浙江,5155414762065665,0,41,数学考试就是高考题，考不过女生只能说学艺不精,1541163807,一个无聊的地球人类,https://weibo.com/u/1541163807,瞎看看,北京,f,703,2997,3074,295,202,"1,766","2,263"
8,5155254590769220,5566634538,2025-04-14 09:09:56,中学里，数理老师是男的就可以，其余都应该是女的。女的天生就是当老师的料，耐心细心温柔善良认真负责。,来自北京,5155259032277639,2,5,中学里，数理老师是男的就可以，其余都应该是女的。女的天生就是当老师的料，耐心细心温柔善良认真负责。,7494537203,老电工12345,https://weibo.com/u/7494537203,人,北京,m,204,638,4,0,0,2,2
9,5155254590769220,5566634538,2025-04-15 06:01:02,男的连自己的孩子都不愿意带，会耐心认真的教别人的小孩？尤其是幼儿园小学阶段。,来自山东,5155573881373160,2,2,男的连自己的孩子都不愿意带，会耐心认真的教别人的小孩？尤其是幼儿园小学阶段。,3698912822,往事随风181818181818,https://weibo.com/u/3698912822,去见你想见的人，去做你想做的事， 趁阳光正好，趁微风不噪，趁你未老。 ​​​​,北京,m,63,437,17411,35,34,418,487
10,5155254590769220,5566634538,2025-04-15 10:34:48,主要是师范类男生本来占比就极少，毕业大部分考公务员或者国企和其他事业编，真的看不上教师编制其实，待遇和工作内容没吸引力,来自福建,5155642781991635,2,1,主要是师范类男生本来占比就极少，毕业大部分考公务员或者国企和其他事业编，真的看不上教师编制其实，待遇和工作内容没吸引力,7404826613,霸王别姬里的黄四郎,https://weibo.com/u/7404826613,,其他,m,32,192,1666,31,59,61,151
11,5155254590769220,5566634538,2025-04-15 06:23:18,最讨厌分男女岗的,来自安徽,5155579485749776,0,9,最讨厌分男女岗的,7600620925,恃靓行凶黄亦玫,https://weibo.com/u/7600620925,慕强批，讨厌丑男，丑女。我是颜狗，体寒咖丑男别来沾边,江苏,f,450,1500,7297,"11,453",941,"39,115","51,509"
12,5155254590769220,5566634538,2025-04-14 21:55:39,一派胡言,来自河北,5155451730923539,1,5,一派胡言,3100760655,真有理想的同学,https://weibo.com/u/3100760655,,其他,m,161,268,2340,45,19,142,206
13,5155254590769220,5566634538,2025-04-15 17:14:17,"瞎扯淡<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /><img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" />找你们区县重点高中统计一下男女教师比例吧。",来自浙江,5155743314477559,0,1,瞎扯淡[吃瓜][吃瓜]找你们区县重点高中统计一下男女教师比例吧。,2390250254,有琴若水210,https://weibo.com/u/2390250254,,浙江 台州,m,202,566,887,,,,
14,5155254590769220,5566634538,2025-04-15 15:16:44,男老师眼里，女同学女老师都是X资源。,来自山西,5155713728647165,0,1,男老师眼里，女同学女老师都是X资源。,6370411892,乌云下的小樱桃,https://weibo.com/u/6370411892,,其他,f,4,20,0,0,0,0,0
15,5155254590769220,5566634538,2025-04-15 00:38:13,文科笔试记忆类多，理科可不是吧,来自山东,5155492642163216,0,1,文科笔试记忆类多，理科可不是吧,7425747959,千糖高谷love,https://weibo.com/u/7425747959,一只懒法法的社畜，不要管我ヽ(≧Д≦)ノ,山东 聊城,f,60,1588,2852,108,9,800,917
16,5155254590769220,5566634538,2025-04-15 09:04:29,当小学初中老师的人，大部分本来就是男女生里面不怎么优秀的那帮人，有几个学霸干这个呀,来自美国,5155620048865146,1,1,当小学初中老师的人，大部分本来就是男女生里面不怎么优秀的那帮人，有几个学霸干这个呀,2724172990,批判纯粹理性批判,https://weibo.com/u/2724172990,手机号是新的，但是微博被上一个使用者注册过，4000多条微博不想一个一个删除了！,其他,f,160,757,4278,458,23,"5,294","5,775"
17,5155254590769220,5566634538,2025-04-14 19:24:28,"我们这已经分男女岗了<img alt=""[白眼]"" title=""[白眼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ef/2018new_landelini_org.png"" />",来自浙江,5155413683340410,0,1,我们这已经分男女岗了[白眼],7630179266,花开花又落ii,https://weibo.com/u/7630179266,,海外 其他,f,38,79,16,17,0,0,17
18,5155254590769220,5566634538,2025-04-15 18:28:32,以前的男老师多,来自安徽,5155761995908415,1,0,以前的男老师多,1497399667,没来得及说bye,https://weibo.com/u/1497399667,大家好，恭喜发财……,北京,f,254,75,277,77,32,2,111
19,5155254590769220,5566634538,2025-04-15 14:20:03,太有感触了，我真是使出了浑身解数才在756人中最后第三名上岸，（英语学科），太难太难了,来自安徽,5155699462767533,0,0,太有感触了，我真是使出了浑身解数才在756人中最后第三名上岸，（英语学科），太难太难了,2660984465,Eric-Forever1314,https://weibo.com/u/2660984465,,安徽 合肥,m,161,486,135,141,24,132,297
20,5155254590769220,5566634538,2025-04-15 10:25:02,家有隔夜粮不当孩子王,来自浙江,5155640322556041,1,0,家有隔夜粮不当孩子王,5489701231,st14901_80582,https://weibo.com/u/5489701231,,浙江 杭州,m,206,883,63,36,50,100,186
21,5155254590769220,5566634538,2025-04-15 10:23:29,男的当老师，和女的当老师，评价完全不一样。当然，现在三不娶里也有女老师了，则好不到哪里去,来自福建,5155639929341080,1,0,男的当老师，和女的当老师，评价完全不一样。当然，现在三不娶里也有女老师了，则好不到哪里去,2761499861,冰的华丽-,https://weibo.com/u/2761499861,,福建 泉州,f,77,494,23,32,0,3,35
22,5155254590769220,5566634538,2025-04-15 08:19:48,理科类的男老师还得是多数吧。,来自内蒙古,5155608803674302,0,1,理科类的男老师还得是多数吧。,1662376501,苏岳,https://weibo.com/u/1662376501,玉树不临风，风流no倜傥。,山东 淄博,m,379,798,1714,291,116,39,446
23,5155254590769220,5566634538,2025-04-15 05:44:32,"就连体育老师这个岗位 也会有女生<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自河北,5155569729799089,0,0,就连体育老师这个岗位 也会有女生[允悲],6824293314,可爱梓迪,https://weibo.com/u/6824293314,,北京,f,249,364,149,5,0,42,47
