,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155427244313183,6269427148,2025-04-14 20:25:12,"❤️0️⃣姐姐日常擦擦小边媚楠，还给楠粉搞霸总文学，到头来打起来还得被制作yizhao，怎么不算是一种反噬呢…楠人永远最爱自己…无一例外<img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" />",来自上海,5155428967908742,2,50,❤️0️⃣姐姐日常擦擦小边媚楠，还给楠粉搞霸总文学，到头来打起来还得被制作yizhao，怎么不算是一种反噬呢…楠人永远最爱自己…无一例外[摊手],5050947093,陆灵凄,https://weibo.com/u/5050947093,国家一级退堂鼓表演家,其他,f,120,310,96,2,0,34,36
1,5155427244313183,6269427148,2025-04-14 20:47:36,还不敢大力拍，因为他肩膀有伤，哈哈哈，好细节,来自云南,5155434608984341,3,38,还不敢大力拍，因为他肩膀有伤，哈哈哈，好细节,7082739140,现在进行时ing2024,https://weibo.com/u/7082739140,,云南,f,10,158,571,5,2,17,24
2,5155427244313183,6269427148,2025-04-14 20:23:46,有的男的是女的，有的女的是男的（就当我疯了吧）,来自山西,5155428607726912,2,27,有的男的是女的，有的女的是男的（就当我疯了吧）,7871398057,老师我们家纸片人的嘴呢,https://weibo.com/u/7871398057,最近在搞泳队 汪顺｜孙佳俊｜潘展乐,其他,f,24,250,1248,455,27,163,645
3,5155427244313183,6269427148,2025-04-14 22:18:51,"我记得最开始撕起来不是说现场换源吗那不应该撕唱功吗，现在发展到什么情况了<img alt=""[疑问]"" title=""[疑问]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b8/2018new_ningwen_org.png"" />",来自浙江,5155457569654778,3,7,我记得最开始撕起来不是说现场换源吗那不应该撕唱功吗，现在发展到什么情况了[疑问],7432990871,烟中南风,https://weibo.com/u/7432990871,米哈游给我趋势 已成为赛博黑历史 三次比较喜欢邓紫棋胡夏 微博只会评论不会发,其他,m,70,87,112,13,2,52,67
4,5155427244313183,6269427148,2025-04-14 23:25:32,还不敢大力拍笑死我了哈哈哈哈哈哈哈哈哈哈啊这是什么地狱笑话哈哈哈哈,来自上海,5155474354996010,3,1,还不敢大力拍笑死我了哈哈哈哈哈哈哈哈哈哈啊这是什么地狱笑话哈哈哈哈,7553603392,做了人,https://weibo.com/u/7553603392,,其他,m,13,101,106,26,0,51,77
5,5155427244313183,6269427148,2025-04-14 20:33:40,"这一刻嬷嬷一败涂地<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自浙江,5155431099142952,1,6,这一刻嬷嬷一败涂地[泪],1634029600,SUJCOATZBFRPKGD,https://weibo.com/u/1634029600,您来了？随便看没有V没关注的超是因为被屏了,海外 其他,m,18,53,109,46,6,39,91
6,5155427244313183,6269427148,2025-04-14 21:33:34,"但是这家不是最爱营销有男粉吗<img alt=""[傻眼]"" title=""[傻眼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/dd/2018new_shayan_org.png"" />",来自云南,5155446177924349,1,5,但是这家不是最爱营销有男粉吗[傻眼],3290352325,Kelxx_,https://weibo.com/u/3290352325,跟理解不了地域黑笑话和小三文学乐趣的人无法交流,其他,f,788,1081,4039,934,182,833,"1,949"
7,5155427244313183,6269427148,2025-04-14 23:28:17,还打着呢吗？我下午溜过去吃了一圈瓜，还以为打完了呢,来自上海,5155475043126912,0,0,还打着呢吗？我下午溜过去吃了一圈瓜，还以为打完了呢,7553603392,做了人,https://weibo.com/u/7553603392,,其他,m,13,101,106,26,0,51,77
8,5155427244313183,6269427148,2025-04-14 20:31:10,"哈哈哈哈<img alt=""[笑而不语]"" title=""[笑而不语]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2d/2018new_xiaoerbuyu_org.png"" />",来自江苏,5155430470519456,0,0,哈哈哈哈[笑而不语],7931247712,bulubulu要你管,https://weibo.com/u/7931247712,私信我的都是你对，硬尬的你蒸煮天天被查shui,其他,f,26,246,347,175,5,188,368
9,5155427244313183,6269427148,2025-04-14 22:50:40,"观战一圈观感：9j真的挺爱小9啊，反观王心凌粉丝，简直是不顾王心凌死活啊<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自北京,5155465575271458,3,21,观战一圈观感：9j真的挺爱小9啊，反观王心凌粉丝，简直是不顾王心凌死活啊[允悲],7477457160,_feminism,https://weibo.com/u/7477457160,,其他,m,11,11,3,3,0,1,4
