,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155801276353514,2154583655,25年04月16日 00:03,天呀姐妹好优秀！！！,来自北京,5155846174802023,1,天呀姐妹好优秀！！！,1750911750,郑__兑,https://weibo.com/u/1750911750,闭嘴🤐️,福建 漳州,f,536,425,2785,"6,019",504,421,"6,944"
1,5155801276353514,2154583655,25年04月16日 09:55,太优秀了,来自北京,5155995195544663,0,太优秀了,1846119637,大蜜桃桃,https://weibo.com/u/1846119637,天青色等烟雨,北京 通州区,f,488,493,2570,"1,348",685,305,"2,338"
2,5155801276353514,2154583655,25年04月16日 22:02,"太优秀了<img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" /><img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" />",来自浙江,5156178338255665,0,太优秀了[鲜花][鲜花],2592645510,旺旺旺旺旺旺旺小仙,https://weibo.com/u/2592645510,早日成为富婆！！！！！,福建 泉州,f,119,344,612,108,9,39,156
3,5155801276353514,2154583655,25年04月16日 17:13,"好优秀啊小姐姐<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自江苏,5156105379646680,0,好优秀啊小姐姐[good],1041473560,随意而安xxhh,https://weibo.com/u/1041473560,去岁千般皆如意，今年万事定称心,江苏,f,217,33,130,0,0,75,75
4,5155801276353514,2154583655,25年04月16日 13:08,太厉害了！,来自吉林,5156043789438533,0,太厉害了！,3187560131,单细胞类,https://weibo.com/u/3187560131,学习是唯一的乐趣,辽宁,f,48,122,3274,"1,313",58,"1,429","2,800"
5,5155801276353514,2154583655,25年04月16日 09:12,"姐妹好厉害<img alt=""[单身狗]"" title=""[单身狗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/20/2021_alongdog_org.png"" /><img alt=""[单身狗]"" title=""[单身狗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/20/2021_alongdog_org.png"" /><img alt=""[单身狗]"" title=""[单身狗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/20/2021_alongdog_org.png"" />",来自广东,5155984507931018,0,姐妹好厉害[单身狗][单身狗][单身狗],1782765595,Ieattooomuch,https://weibo.com/u/1782765595,朝菌不知晦朔 蟪蛄不知春秋,其他,f,525,477,305,577,0,493,"1,070"
6,5155801276353514,2154583655,25年04月16日 09:12,好优秀！,来自中国澳门,5155984449733005,0,好优秀！,1805077584,zly_tibbit,https://weibo.com/u/1805077584,,广东 珠海,f,114,335,1257,"1,099",116,178,"1,393"
7,5155801276353514,2154583655,25年04月16日 07:15,"优秀<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自江苏,5155954988680364,0,优秀[good],3561564027,海上明月JANE,https://weibo.com/u/3561564027,,江苏 南京,f,83,376,252,1,1,9,11
8,5155801276353514,2154583655,25年04月16日 05:19,"真的好棒！<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自广东,5155925757264143,0,真的好棒！[心],1787932965,Darlene_Chang,https://weibo.com/u/1787932965,就像，另外一个我。,广东 揭阳,f,384,286,513,906,98,102,"1,106"
9,5155801276353514,2154583655,25年04月16日 00:17,"哇真的好棒啊<img alt=""[求关注]"" title=""[求关注]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ac/lxhqiuguanzhu_org.gif"" /><img alt=""[求关注]"" title=""[求关注]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ac/lxhqiuguanzhu_org.gif"" /><img alt=""[求关注]"" title=""[求关注]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ac/lxhqiuguanzhu_org.gif"" /><img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" /><img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" /><img alt=""[开学季]"" title=""[开学季]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/72/2021_kaixueji_org.png"" />",来自河南,5155849823588279,0,哇真的好棒啊[求关注][求关注][求关注][开学季][开学季][开学季],7810735216,圆圆橙子milky,https://weibo.com/u/7810735216,只要没有西皮洁癖，哪里都是粮仓,其他,f,15,103,263,4,1,5,10
10,5155801276353514,2154583655,25年04月16日 00:01,你真棒👍,来自浙江,5155845865480661,0,你真棒👍,1784771175,曾维尼YETseng,https://weibo.com/u/1784771175,🌍联系我：he-huiyi  前媒体财经资深记者  现香港保险营业经理  👉我能提供： 香港保险资产配置 香港身份办理咨询 保险职业规划与分析,广东 深圳,f,1155,628,422,"1,937","1,780","1,689","5,406"
11,5155801276353514,2154583655,25年04月15日 23:54,"仰望的目光<img alt=""[春游家族]"" title=""[春游家族]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b6/2021_YoungFamily_org.png"" />",来自安徽,5155844010279320,0,仰望的目光[春游家族],1305121351,卞文可,https://weibo.com/u/1305121351,我最喜欢吃海鲜🐙🦑🦐🦞🦀🐡🐟,海外 美国,f,2127,129,5024,"12,724",400,"2,356","15,480"
12,5155801276353514,2154583655,25年04月15日 21:53,"<a href=/n/佩枪小猫 usercard=""name=@佩枪小猫"">@佩枪小猫</a>",来自浙江,5155813657938115,0,@佩枪小猫,3060615292,-WaWaWa_,https://weibo.com/u/3060615292,逆水行舟,其他,f,186,936,2488,"1,624",80,"1,338","3,042"
