,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155731985140188,5647757289,25年04月15日 16:43,"好哦，谢谢宝宝认可，请成为我的铁粉<img alt=""[爱你]"" title=""[爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_aini_org.png"" />",来自上海,5155735507831799,0,好哦，谢谢宝宝认可，请成为我的铁粉[爱你],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
