,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博
0,5138565218697925,7867721967,2025-02-27 07:34:47,"想倾听更多有趣的声音，了解更多关于“听见微博”的精彩内容？赶紧加入超话，发现更多充满智慧的声音！戳我进入&gt;&gt;<a target=""_blank"" href=""https://weibo.com/p/10080826e5b61fe5f17d5537e31b97e2993da3""><img class=""icon-link"" title=""#听见微博[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>听见微博超话</a>",来自北京,5138565245698425,0,0,想倾听更多有趣的声音，了解更多关于“听见微博”的精彩内容？赶紧加入超话，发现更多充满智慧的声音！戳我进入>>#听见微博[超话]#,5878659096,超话社区,https://weibo.com/u/5878659096,超话社区官方微博,,北京,m,237038098,1955,28813
