,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户认证信息,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5115133350642784,6064509025,2024-12-24 17:27:36,一般都会选择毫不犹豫的分手,来自江西,5115159221113649,5,2,一般都会选择毫不犹豫的分手,2634526543,A程丫丫,https://weibo.com/u/2634526543,岁月静好,江西 萍乡,f,736,5782,75435,,,,,
1,5115133350642784,6064509025,2024-12-24 15:55:22,立马分手,来自河北,5115136010355316,5,2,立马分手,1257501581,闭目养神wo,https://weibo.com/u/1257501581,心平何劳持戒行直何须参禅,重庆,f,28846,1897,4975,搞笑幽默博主 超话主持人（自卑的木头人超话）,,,,
2,5115133350642784,6064509025,2024-12-24 15:47:53,碰到这样的人直接分了吧,来自江西,5115134127374843,5,2,碰到这样的人直接分了吧,5161252667,珍珍5187662,https://weibo.com/u/5161252667,,北京 东城区,f,419,1273,33014,,,,,
3,5115133350642784,6064509025,2024-12-24 15:45:38,那就别同居了,来自湖南,5115133562980029,5,2,那就别同居了,5929093691,一直在哲里从未走远,https://weibo.com/u/5929093691,,其他,f,2766,4345,23956,娱乐博主 微博剪辑视频博主,,,,
4,5115133350642784,6064509025,2024-12-24 16:26:18,"是的<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自山东,5115143794723291,5,1,是的[good],6553534561,幸运柚子呦,https://weibo.com/u/6553534561,,其他,f,346,5348,7577,,,,,
5,5115133350642784,6064509025,2024-12-24 15:46:25,能提出AA的，不能继续了,来自山东,5115133757492587,1,1,能提出AA的，不能继续了,6487685173,老佛爷就是我呀,https://weibo.com/u/6487685173,平平淡淡的生活就是幸福,山东,f,4432,7063,23720,,"36,866",608,"43,116","80,590"
6,5115133350642784,6064509025,2024-12-24 16:21:39,接受不了AA,来自黑龙江,5115142622678615,4,1,接受不了AA,7736465409,789的小兔子,https://weibo.com/u/7736465409,最关注的就是开心！,黑龙江,m,1156,3299,6944,,,,,
7,5115133350642784,6064509025,2024-12-28 11:34:07,"是的<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自越南,5116519816893557,0,0,是的[赞][赞],7908013680,最纯粹的摩尔蛙,https://weibo.com/u/7908013680,聪律久久🩵天天开心 🩵,海外 其他,f,241,285,16211,,,,,
