,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5130740648116792,7214446492,2025-02-05 17:23:33,你知道我们都是劝分的,来自黑龙江,5130740880903566,0,16,你知道我们都是劝分的,6189659999,Sanger868,https://weibo.com/u/6189659999,这个家伙很聪明什么也没留下…,天津,f,3900,40,232,"2,302",10,"3,735","6,047"
1,5130740648116792,7214446492,2025-02-05 17:23:25,不能理解,来自山东,5130740847087701,0,3,不能理解,7795409783,_Thesky_,https://weibo.com/u/7795409783,镇魂,其他,f,12375,57,255,"10,740",11,"8,883","19,634"
2,5130740648116792,7214446492,2025-02-05 17:27:17,炒杯也是一人一下吗,来自广东,5130741822262181,3,5,炒杯也是一人一下吗,7887621347,Vianllin,https://weibo.com/u/7887621347,^_^fuck,其他,f,1310,58,76,723,1,"1,191","1,915"
3,5130740648116792,7214446492,2025-02-05 17:25:05,不能又出A又出B吧？,来自广东,5130741271233057,2,5,不能又出A又出B吧？,7889641261,Esposo_9,https://weibo.com/u/7889641261,粉见 镇魂,其他,m,81,25,31,28,0,93,121
4,5130740648116792,7214446492,2025-02-05 18:34:15,算了，我自己来吧。,来自河北,5130758672354812,2,2,算了，我自己来吧。,7827390254,夏日来信呀,https://weibo.com/u/7827390254,分寸感之外的疯人类，别管了。,河北,f,1371,89,252,"1,005",11,939,"1,955"
5,5130740648116792,7214446492,2025-02-05 18:40:39,赶紧跑吧,来自陕西,5130760284276330,1,2,赶紧跑吧,6476194895,双笙0490,https://weibo.com/u/6476194895,讨厌坏天气 ENFP,其他,f,264,203,210,468,1,492,961
6,5130740648116792,7214446492,2025-02-05 17:24:24,"<img alt=""[白眼]"" title=""[白眼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ef/2018new_landelini_org.png"" />真优秀",来自山东,5130741094815567,0,3,[白眼]真优秀,2610163773,_MissMomo_,https://weibo.com/u/2610163773,一位平凡无奇的教职人，十三线不知名模特，仅回粉，大部分内容粉丝可见,山东 济南,f,73328,710,312,"6,058",88,"27,675","33,821"
7,5130740648116792,7214446492,2025-02-05 18:40:28,"换一个<img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" />",来自湖北,5130760236828336,0,2,换一个[摊手],5999311845,帝花捏脸杀,https://weibo.com/u/5999311845,就祝你 种自己得自己,浙江,f,1639,113,874,"3,863",2,"5,234","9,099"
8,5130740648116792,7214446492,2025-02-05 18:17:26,就是扣分了吧,来自浙江,5130754441609884,0,1,就是扣分了吧,6094151176,野燕超野,https://weibo.com/u/6094151176,连麦睡觉滴滴 不喜欢问答  不搞hs,浙江,f,848,557,179,557,0,588,"1,145"
9,5130740648116792,7214446492,2025-02-05 18:42:59,我不行，我贪钱，这样的对象我处不来,来自浙江,5130760875409561,0,1,我不行，我贪钱，这样的对象我处不来,6223391637,吖元气少女谢广坤,https://weibo.com/u/6223391637,你骂我，你一个星期拉不出屎,其他,f,351,102,175,37,0,464,501
10,5130740648116792,7214446492,2025-02-05 18:22:27,没钱就别谈,来自湖南,5130755703050763,0,3,没钱就别谈,7879071443,重生之我的发疯日常,https://weibo.com/u/7879071443,不交友很忙没空聊,广东 广州,f,342,44,73,320,0,234,554
11,5130740648116792,7214446492,2025-02-05 17:25:32,这不分等着给他养老吗,来自湖北,5130741381860839,0,2,这不分等着给他养老吗,7883997423,follow1ng-,https://weibo.com/u/7883997423,镇魂   悦己 举报4⃣️000+ 养号,湖北,m,127,6,273,,,,
12,5130740648116792,7214446492,2025-02-05 17:24:30,济南济南,来自山东,5130741121812268,0,1,济南济南,7798856276,梅阿查进球啦,https://weibo.com/u/7798856276,92年已婚叔叔，喜欢听故事,山东,m,630,208,11,,,,
13,5130740648116792,7214446492,2025-02-08 16:52:12,求你 打车跑,来自广西,5131820158419752,0,0,求你 打车跑,7948798868,前戲要長長長長長啦,https://weibo.com/u/7948798868,一个很普通的人罢了所以请不要窥探我的现实生活,广西,f,910,28,2,8,0,45,53
14,5130740648116792,7214446492,2025-02-06 17:05:17,朋友都没这么抠的 赶紧分,来自安徽,5131098671023034,0,0,朋友都没这么抠的 赶紧分,7478262151,我暂时还不想死,https://weibo.com/u/7478262151,,其他,f,30,513,468,176,12,972,"1,160"
15,5130740648116792,7214446492,2025-02-06 14:14:24,谈个屁 和朋友都不会a成这样,来自天津,5131055667090587,0,0,谈个屁 和朋友都不会a成这样,5586550810,是玥玥大人呀,https://weibo.com/u/5586550810,我会好好幸福 也希望大家每个人都要好好幸福  投诉我的一辈子发不了财 图片粉见 镇魂,其他,f,1059,80,1122,"2,859",220,"3,625","6,704"
