,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5155040638014189,7304622470,2025-04-13 20:47:47,踩踩,来自江苏,5155072264114136,0,1,踩踩,7819575747,丽的梦婷,https://weibo.com/u/7819575747,动漫博主 超话粉丝钻咖（叶罗丽金罗超话）,属性:二次元：金罗 罗丽 金离瞳  三次元无雷,其他,f,44809,5493,24140,"646,111","19,156","577,610","1,242,877"
1,5155040638014189,7304622470,2025-04-13 22:33:16,踩踩,来自广东,5155098809603170,0,0,踩踩,7649212322,Romantic_耀早睡,https://weibo.com/u/7649212322,,上学日不玩，介意sx一声然后移➗就好,北京,f,10227,508,3447,"37,854","1,368,932","2,925","1,409,711"
2,5155040638014189,7304622470,2025-04-13 22:53:49,踩踩,来自湖南,5155103980132875,0,0,踩踩,6450607453,kiku_祎元二次函数,https://weibo.com/u/6450607453,超话粉丝钻咖（鞠婧祎超话）,相信你 陪着你@鞠婧祎,湖南,f,3669,2098,4082,"66,141",526,"9,340","76,007"
3,5155040638014189,7304622470,2025-04-13 22:14:31,踩踩,来自广西,5155094094414789,0,0,踩踩,7877209350,kiku_枝陪祎走花路,https://weibo.com/u/7877209350,微博原创视频博主,相信你陪着你@鞠婧祎 学生党上学日vb消息晚上十点半回么么😘,其他,f,3387,675,2829,"18,421",192,"3,209","21,822"
4,5155040638014189,7304622470,2025-04-13 22:13:39,踩踩,来自四川,5155093871596896,0,0,踩踩,5254880445,语序耀月湾,https://weibo.com/u/5254880445,,刘耀文 狼唯🐺   可以找我sx续🔥，但我不会经常看订阅消息哦,其他,f,407,453,1587,"9,788",153,"2,276","12,217"
5,5155040638014189,7304622470,2025-04-13 20:51:33,踩踩,来自安徽,5155073215431099,0,0,踩踩,7919471387,知春也知晓,https://weibo.com/u/7919471387,,关晓彤95top1＋领头羊,安徽 淮北,f,1715,273,1845,"16,483",193,"1,682","18,358"
6,5155040638014189,7304622470,2025-04-13 20:40:21,踩踩,来自河南,5155070391881422,0,0,踩踩,7935578344,萌萌兔祎,https://weibo.com/u/7935578344,超话粉丝钻咖（鞠婧祎超话）,少年的爱不讲分寸  ‖见春天 不见故人,其他,f,1382,640,6452,"31,295","43,837","3,050","78,182"
7,5155040638014189,7304622470,2025-04-13 20:31:05,踩踩,来自河南,5155068059850741,0,0,踩踩,7841633339,耀y碗土豆泥-见面版,https://weibo.com/u/7841633339,,会一直爱小耀 2025耀多见面！！！,其他,f,97,250,2615,889,"81,586",137,"82,612"
8,5155040638014189,7304622470,2025-04-13 20:18:01,踩踩,来自广东,5155064772297828,0,0,踩踩,7932261738,_恒小七,https://weibo.com/u/7932261738,,爱仔仔.^-^   明年比今年要更更更更更更更好>w<.,其他,f,64,143,4919,"2,194",518,"1,408","4,120"
9,5155040638014189,7304622470,2025-04-13 19:43:35,踩踩,来自江西,5155056106079306,0,0,踩踩,7957664177,-初皖妤呓雪chu_,https://weibo.com/u/7957664177,超话粉丝钻咖（陈奕恒超话）,多多关注@TF家族-陈奕恒Jonathan 围着小乖转圈圈ʕ̯•͡ˑ͓•̯᷅ʔ@初初,其他,f,1323,387,4755,"8,937",386,"1,586","10,909"
