,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5148501765259863,7861520432,2025-03-26 17:39:07,"暖贴<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自河北,5148501801439541,0,1,暖贴[赞][good],6254647650,食丰食丰,https://weibo.com/u/6254647650,美食博主,合作私：swdjmj,北京,f,113098,781,101893,"32,105","54,110","305,942","392,157"
1,5148501765259863,7861520432,2025-03-26 18:56:55,"不依赖<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自安徽,5148521385689815,0,1,不依赖[good],1005409551,簢冬儿69,https://weibo.com/u/1005409551,,,安徽 阜阳,f,141,2311,5975,288,112,285,685
2,5148501765259863,7861520432,2025-03-28 19:33:42,呃，这句话的下一句就是“我就会把他踢出去。”,来自福建,5149255413793809,0,0,呃，这句话的下一句就是“我就会把他踢出去。”,6460904828,亲爱的末末2001,https://weibo.com/u/6460904828,,,其他,f,48,859,248,1,0,4,5
3,5148501765259863,7861520432,2025-03-27 18:31:46,她学表演的也不懂生意啊,来自山东,5148877439110263,0,0,她学表演的也不懂生意啊,1286453713,自己编故事,https://weibo.com/u/1286453713,,,山东 济南,f,168,285,8807,100,116,116,332
