,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户认证信息,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5152575087710863,7077193241,2025-04-07 00:51:02,"<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自上海,5152596764134477,0,0,[心][心][心],7913554467,西西福花,https://weibo.com/u/7913554467,法律民工 | 为事业冲锋的勇士,上海,f,848,707,498,,,,,
1,5152575087710863,7077193241,2025-04-06 23:27:04,选择适合自己的,来自广西,5152575633491778,0,0,选择适合自己的,5674035885,大白今天吃了嘛,https://weibo.com/u/5674035885,分享日常（gayety）,其他,f,1510,878,3168,娱乐博主 超话粉丝钻咖（赵一博超话）,"18,439","152,763","12,982","184,184"
2,5152575087710863,7077193241,2025-04-06 23:25:04,眼熟,来自河北,5152575129126673,0,0,眼熟,6524287627,一个馋丫头,https://weibo.com/u/6524287627,知名搞笑幽默博主,广东,f,727916,1689,318,美食博主,"8,427","2,373,074","102,650","2,484,151"
3,5152575087710863,7077193241,2025-04-06 23:24:57,"<img alt=""[腊肠笔芯]"" title=""[腊肠笔芯]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6f/2024_Dachshund_org.png"" /><img alt=""[腊肠笔芯]"" title=""[腊肠笔芯]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6f/2024_Dachshund_org.png"" />",来自河北,5152575101339168,0,0,[腊肠笔芯][腊肠笔芯],6254647650,食丰食丰,https://weibo.com/u/6254647650,合作私：swdjmj,北京,f,113098,781,101893,美食博主,"32,105","54,110","305,942","392,157"
4,5152575087710863,7077193241,2025-04-06 23:28:33,"<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自海南,5152576007046452,0,0,[心],7955930335,财贝利,https://weibo.com/u/7955930335,不说话，说好话。,海南,m,1554,981,187,,"2,009",24,"4,891","6,924"
