,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5156683471914690,6018488876,2025-04-18 09:58:28,"当年劝人买房的，也没想到今天这结局<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />卖房的中介，二手中介，自媒体，都是为了生活<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自安徽,5156720795978074,1,0,当年劝人买房的，也没想到今天这结局[允悲]卖房的中介，二手中介，自媒体，都是为了生活[笑cry],2082240121,安徽杏花雨,https://weibo.com/u/2082240121,中式面点师,"#声明#本人微博房产言论与工作无关,纯属个人爱好.若无爱反感可拉黑;若违了啥法可私信告知删除;直言直语本人三十年个性,改不了了 !欢迎互动散扯房产",安徽,m,11317,2414,59170,"154,014","41,904","35,875","231,793"
